Player_name,age,position,team name,games,games started,minutes,points,Field goals,2FG,3FG,FT,R.offensive,R.defensive,R.total,Assists,Steals,BLK,Turnover,Persona fouls,year played,won
Ramon Sessions,24,Guard,CLE,81.0,38,26.3,13.3,0.466,0.472,0.2,0.823,0.6,2.6,3.1,5.2,0.7,0.1,2.2,1.1,2011,0
J.R. Smith,25,Forward,DEN,79.0,6,24.9,12.3,0.435,0.466,0.39,0.738,0.6,3.5,4.1,2.2,1.2,0.2,1.3,2.2,2011,0
Josh Smith,25,Forward,ATL,77.0,77,34.4,16.5,0.477,0.503,0.331,0.725,1.7,6.8,8.5,3.3,1.3,1.6,2.6,2.8,2011,0
Peja Stojakovic,33,Forward,TOT,33.0,13,18.7,8.5,0.441,0.473,0.419,0.92,0.4,1.8,2.3,0.9,0.4,0.1,0.5,0.7,2011,0
Amar'e Stoudemire,28,Center,NYK,78.0,78,36.8,25.3,0.502,0.503,0.435,0.792,2.5,5.6,8.2,2.6,0.9,1.9,3.2,3.5,2011,0
Rodney Stuckey,24,Guard,DET,70.0,54,31.2,15.5,0.439,0.457,0.289,0.866,1.0,2.1,3.1,5.2,1.1,0.1,2.2,2.5,2011,0
Jason Terry,33,Guard,DAL,82.0,10,31.3,15.8,0.451,0.493,0.362,0.85,0.3,1.6,1.9,4.1,1.1,0.2,2.0,1.7,2011,0
Tyrus Thomas,24,Center,CHO,41.0,2,21.0,10.2,0.471,0.476,0.0,0.787,1.6,3.9,5.5,0.7,0.7,1.6,1.6,2.8,2011,0
Jason Thompson,24,Forward,SAC,75.0,39,23.3,8.8,0.507,0.51,0.0,0.605,1.9,4.1,6.1,1.2,0.4,0.6,1.3,2.8,2011,0
Marcus Thornton,23,Guard,TOT,73.0,23,24.3,12.8,0.434,0.462,0.3670000000000001,0.7879999999999999,0.8,2.7,3.5,1.8,0.9,0.1,1.3,1.5,2011,0
Hedo Türkoğlu,31,Forward,TOT,81.0,72,31.4,10.8,0.446,0.473,0.41,0.679,0.6,3.8,4.4,4.2,0.9,0.4,1.6,3.0,2011,0
Beno Udrih,28,Guard,SAC,79.0,64,34.6,13.7,0.5,0.54,0.35700000000000004,0.8640000000000001,0.5,2.8,3.4,4.9,1.2,0.1,1.8,2.3,2011,0
Anderson Varejão,28,Center,CLE,31.0,31,32.1,9.1,0.528,0.5329999999999999,0.0,0.667,3.2,6.5,9.7,1.5,0.9,1.2,1.3,2.8,2011,0
Charlie Villanueva,26,Forward,DET,76.0,11,21.9,11.1,0.442,0.488,0.387,0.767,0.7,3.2,3.9,0.6,0.6,0.6,0.9,2.3,2011,0
Sasha Vujacic,26,Guard,TOT,67.0,17,24.6,9.8,0.402,0.426,0.37,0.8440000000000001,0.4,2.3,2.8,2.0,0.8,0.1,1.0,2.0,2011,0
Dwyane Wade,29,Guard,MIA,76.0,76,37.1,25.5,0.5,0.534,0.306,0.758,1.6,4.8,6.4,4.6,1.5,1.1,3.1,2.6,2011,0
John Wall,20,Guard,WAS,69.0,64,37.8,16.4,0.409,0.425,0.29600000000000004,0.7659999999999999,0.5,4.1,4.6,8.3,1.8,0.5,3.8,2.5,2011,0
Gerald Wallace,28,Forward,TOT,71.0,63,37.9,15.7,0.454,0.487,0.333,0.746,1.6,6.5,8.0,2.4,1.5,0.9,2.1,2.6,2011,0
Hakim Warrick,28,Forward,PHO,80.0,6,17.7,8.4,0.511,0.522,0.091,0.721,1.1,2.6,3.7,0.9,0.4,0.1,1.0,1.3,2011,0
Martell Webster,24,Forward,MIN,46.0,1,23.8,9.8,0.447,0.466,0.417,0.77,0.8,2.4,3.2,1.2,0.6,0.2,1.3,2.2,2011,0
Sonny Weems,24,Forward,TOR,59.0,28,23.9,9.2,0.444,0.467,0.279,0.7659999999999999,0.7,1.9,2.6,1.8,0.6,0.0,1.5,1.5,2011,0
David West,30,Forward,NOP,70.0,70,35.0,18.9,0.508,0.51,0.222,0.807,2.2,5.3,7.6,2.3,1.0,0.9,2.0,2.9,2011,0
Russell Westbrook,22,Guard,OKC,82.0,82,34.7,21.9,0.442,0.451,0.33,0.8420000000000001,1.5,3.1,4.6,8.2,1.9,0.4,3.9,2.5,2011,0
Deron Williams,26,Guard,TOT,65.0,65,37.9,20.1,0.439,0.491,0.331,0.845,0.6,3.4,4.0,10.3,1.2,0.2,3.5,2.9,2011,0
Lou Williams,24,Guard,PHI,75.0,0,23.3,13.7,0.406,0.434,0.348,0.823,0.4,1.6,2.0,3.4,0.6,0.2,1.4,1.7,2011,0
Marvin Williams,24,Forward,ATL,65.0,52,28.7,10.4,0.458,0.489,0.336,0.845,1.0,3.8,4.8,1.4,0.5,0.4,1.0,1.6,2011,0
Mo Williams,28,Guard,TOT,58.0,56,30.8,14.0,0.399,0.436,0.324,0.853,0.4,2.3,2.6,6.6,0.9,0.2,2.9,2.6,2011,0
Reggie Williams,24,Forward,GSW,80.0,9,20.3,9.2,0.469,0.502,0.423,0.746,0.6,2.1,2.7,1.5,0.4,0.0,0.7,1.6,2011,0
Metta World Peace,31,Forward,LAL,82.0,82,29.4,8.5,0.397,0.419,0.35600000000000004,0.6759999999999999,1.2,2.0,3.3,2.1,1.5,0.4,1.1,2.2,2011,0
Dorell Wright,25,Forward,GSW,82.0,82,38.4,16.4,0.423,0.462,0.376,0.789,1.1,4.2,5.3,3.0,1.5,0.8,1.6,2.1,2011,0
Nick Young,25,Guard,WAS,64.0,40,31.8,17.4,0.441,0.462,0.387,0.816,0.4,2.3,2.7,1.2,0.7,0.3,1.4,2.3,2011,0
Thaddeus Young,22,Forward,PHI,82.0,1,26.0,12.7,0.541,0.5479999999999999,0.273,0.7070000000000001,1.9,3.4,5.3,1.0,1.1,0.3,1.2,2.1,2011,0
Arron Afflalo,26,Guard,DEN,62.0,62,33.6,15.2,0.471,0.504,0.398,0.7979999999999999,0.6,2.5,3.2,2.4,0.6,0.2,1.4,2.2,2012,0
LaMarcus Aldridge,26,Forward,POR,55.0,55,36.3,21.7,0.512,0.516,0.182,0.8140000000000001,2.7,5.3,8.0,2.4,0.9,0.8,2.0,2.8,2012,0
Ray Allen,36,Guard,BOS,46.0,42,34.0,14.2,0.458,0.463,0.453,0.915,0.3,2.8,3.1,2.4,1.1,0.2,1.5,1.8,2012,0
Tony Allen,30,Guard,MEM,58.0,57,26.3,9.8,0.469,0.479,0.308,0.8,1.7,2.3,4.0,1.4,1.8,0.6,1.6,2.4,2012,0
Ryan Anderson,23,Forward,ORL,61.0,61,32.2,16.1,0.439,0.496,0.393,0.877,3.7,4.0,7.7,0.9,0.8,0.4,0.9,2.4,2012,0
Carmelo Anthony,27,Forward,NYK,55.0,55,34.1,22.6,0.43,0.454,0.335,0.804,1.6,4.7,6.3,3.6,1.1,0.4,2.6,2.8,2012,0
Trevor Ariza,26,Forward,NOP,41.0,41,32.9,10.8,0.417,0.44,0.333,0.775,1.0,4.2,5.2,3.3,1.7,0.6,1.9,1.8,2012,0
D.J. Augustin,24,Guard,CHO,48.0,46,29.3,11.1,0.376,0.396,0.341,0.875,0.5,1.8,2.3,6.4,0.8,0.0,2.3,1.4,2012,0
Leandro Barbosa,29,Guard,TOT,64.0,0,21.6,11.1,0.425,0.441,0.382,0.815,0.5,1.5,2.0,1.5,0.9,0.1,1.5,2.1,2012,0
J.J. Barea,27,Guard,MIN,41.0,11,25.2,11.3,0.4,0.415,0.371,0.7759999999999999,0.3,2.4,2.8,5.7,0.5,0.0,2.5,1.5,2012,0
Andrea Bargnani,26,Center,TOR,31.0,31,33.3,19.5,0.4320000000000001,0.474,0.29600000000000004,0.873,0.8,4.8,5.5,2.0,0.6,0.5,2.2,1.7,2012,0
Brandon Bass,26,Forward,BOS,59.0,39,31.7,12.5,0.479,0.479,0.0,0.81,1.6,4.6,6.2,0.9,0.6,0.9,1.1,2.3,2012,0
Nicolas Batum,23,Forward,POR,59.0,34,30.4,13.9,0.451,0.496,0.391,0.836,1.4,3.2,4.6,1.4,1.0,1.0,1.5,1.8,2012,0
Jerryd Bayless,23,Guard,TOR,31.0,11,22.7,11.4,0.424,0.424,0.423,0.852,0.3,1.9,2.1,3.8,0.8,0.1,1.7,2.3,2012,0
Michael Beasley,23,Forward,MIN,47.0,7,23.1,11.5,0.445,0.462,0.376,0.642,0.8,3.6,4.4,1.0,0.4,0.4,1.7,1.8,2012,0
Rodrigue Beaubois,23,Guard,DAL,53.0,12,21.7,8.9,0.422,0.479,0.28800000000000003,0.841,0.4,2.5,2.8,2.9,1.1,0.5,1.3,1.8,2012,0
Marco Belinelli,25,Guard,NOP,66.0,55,29.8,11.8,0.417,0.445,0.377,0.7829999999999999,0.3,2.3,2.6,1.5,0.7,0.1,1.0,1.7,2012,0
DeJuan Blair,22,Forward,SAS,64.0,62,21.3,9.5,0.534,0.535,0.0,0.613,2.4,3.1,5.5,1.2,0.9,0.2,1.4,2.6,2012,0
Trevor Booker,24,Forward,WAS,50.0,32,25.2,8.4,0.531,0.531,0.5,0.602,2.4,4.1,6.5,0.8,1.0,0.9,1.2,2.8,2012,0
Carlos Boozer,30,Forward,CHI,66.0,66,29.5,15.0,0.532,0.5329999999999999,0.0,0.693,1.7,6.8,8.5,1.9,1.0,0.4,1.7,2.5,2012,0
Chris Bosh,27,Forward,MIA,57.0,57,35.2,18.0,0.487,0.496,0.28600000000000003,0.821,1.6,6.3,7.9,1.8,0.9,0.8,2.1,2.2,2012,0
Elton Brand,32,Center,PHI,60.0,60,28.9,11.0,0.494,0.495,0.0,0.733,2.4,4.7,7.2,1.6,1.0,1.6,1.1,2.9,2012,0
Corey Brewer,25,Forward,DEN,59.0,17,21.8,8.9,0.434,0.5,0.26,0.6920000000000001,0.7,1.8,2.5,1.5,1.2,0.3,0.9,1.9,2012,0
MarShon Brooks,23,Guard,BRK,56.0,47,29.4,12.6,0.428,0.463,0.313,0.764,1.3,2.3,3.6,2.3,0.9,0.3,2.1,2.1,2012,0
Shannon Brown,26,Guard,PHO,59.0,19,23.7,11.0,0.42,0.446,0.362,0.8079999999999999,0.6,2.0,2.7,1.2,0.7,0.3,1.1,1.1,2012,0
Kobe Bryant,33,Guard,LAL,58.0,58,38.5,27.9,0.43,0.464,0.303,0.845,1.1,4.3,5.4,4.6,1.2,0.3,3.5,1.8,2012,1
Chase Budinger,23,Forward,HOU,58.0,9,22.4,9.6,0.442,0.476,0.402,0.7709999999999999,0.7,3.1,3.7,1.3,0.5,0.1,0.9,1.1,2012,0
Caron Butler,31,Forward,LAC,63.0,63,29.7,12.0,0.407,0.435,0.358,0.813,0.7,3.0,3.7,1.2,0.8,0.1,1.2,2.0,2012,0
Andrew Bynum,24,Center,LAL,60.0,60,35.2,18.7,0.5579999999999999,0.56,0.2,0.6920000000000001,3.2,8.6,11.8,1.4,0.5,1.9,2.5,1.7,2012,0
José Calderón,30,Guard,TOR,53.0,53,33.9,10.5,0.457,0.5,0.371,0.882,0.4,2.7,3.0,8.8,0.9,0.1,2.0,1.8,2012,0
Vince Carter,35,Guard,DAL,61.0,40,25.3,10.1,0.411,0.442,0.361,0.826,0.5,2.8,3.4,2.3,0.9,0.4,1.4,2.2,2012,0
Mario Chalmers,25,Guard,MIA,64.0,64,28.5,9.8,0.448,0.513,0.388,0.792,0.3,2.4,2.7,3.5,1.5,0.2,2.2,2.6,2012,0
Tyson Chandler,29,Center,NYK,62.0,62,33.2,11.3,0.679,0.6829999999999999,0.0,0.6890000000000001,3.4,6.5,9.9,0.9,0.9,1.4,1.6,3.0,2012,0
Darren Collison,24,Guard,IND,60.0,56,31.3,10.4,0.44,0.457,0.362,0.83,0.5,2.6,3.1,4.8,0.8,0.2,1.9,1.7,2012,0
Mike Conley,24,Guard,MEM,62.0,61,35.1,12.7,0.433,0.45,0.377,0.861,0.4,2.2,2.5,6.5,2.2,0.2,2.0,2.1,2012,0
DeMarcus Cousins,21,Center,SAC,64.0,62,30.5,18.1,0.448,0.453,0.14300000000000002,0.7020000000000001,4.1,6.8,11.0,1.6,1.5,1.2,2.7,4.0,2012,0
Jamal Crawford,31,Guard,POR,60.0,6,26.9,14.0,0.384,0.426,0.308,0.927,0.3,1.7,2.0,3.2,0.9,0.2,1.9,1.2,2012,0
Jordan Crawford,23,Guard,WAS,64.0,32,27.4,14.7,0.4,0.451,0.289,0.7929999999999999,0.7,1.9,2.6,3.0,0.9,0.1,2.2,1.7,2012,0
Glen Davis,26,Forward,ORL,61.0,13,23.4,9.3,0.421,0.429,0.14300000000000002,0.6829999999999999,1.8,3.7,5.4,0.8,0.7,0.3,1.2,1.7,2012,0
Carlos Delfino,29,Forward,MIL,54.0,53,28.5,9.0,0.402,0.449,0.36,0.792,0.4,3.5,3.9,2.3,1.5,0.2,1.2,1.8,2012,0
Luol Deng,26,Forward,CHI,54.0,54,39.4,15.3,0.412,0.43,0.3670000000000001,0.77,1.4,5.1,6.5,2.9,1.0,0.7,1.8,1.5,2012,0
DeMar DeRozan,22,Guard,TOR,63.0,63,35.0,16.7,0.422,0.44,0.261,0.81,0.6,2.7,3.3,2.0,0.8,0.3,2.0,2.6,2012,0
Goran Dragic,25,Guard,HOU,66.0,28,26.5,11.7,0.462,0.525,0.337,0.805,0.8,1.7,2.5,5.3,1.3,0.2,2.4,2.5,2012,0
Jared Dudley,26,Guard,PHO,65.0,60,31.1,12.7,0.485,0.535,0.383,0.726,1.5,3.2,4.6,1.7,0.8,0.3,1.1,1.6,2012,0
Tim Duncan,35,Center,SAS,58.0,58,28.2,15.4,0.4920000000000001,0.495,0.0,0.695,1.9,7.1,9.0,2.3,0.7,1.5,1.7,1.7,2012,0
Mike Dunleavy,31,Forward,MIL,55.0,3,26.3,12.3,0.474,0.527,0.399,0.8109999999999999,0.5,3.2,3.7,2.1,0.5,0.1,1.1,1.6,2012,0
Kevin Durant,23,Forward,OKC,66.0,66,38.6,28.0,0.496,0.535,0.387,0.86,0.6,7.4,8.0,3.5,1.3,1.2,3.8,2.0,2012,1
Monta Ellis,26,Guard,TOT,58.0,58,36.6,20.4,0.433,0.462,0.308,0.7959999999999999,0.3,3.1,3.4,6.0,1.5,0.3,3.1,2.3,2012,0
Tyreke Evans,22,Guard,SAC,63.0,61,34.3,16.5,0.453,0.484,0.202,0.779,1.0,3.6,4.6,4.5,1.3,0.5,2.7,2.2,2012,0
Kenneth Faried,22,Forward,DEN,46.0,39,22.5,10.2,0.586,0.586,0.0,0.665,3.1,4.6,7.7,0.8,0.7,1.0,1.2,2.5,2012,0
Jordan Farmar,25,Guard,BRK,39.0,5,21.3,10.4,0.467,0.484,0.44,0.905,0.2,1.4,1.6,3.3,0.6,0.1,1.7,1.3,2012,0
Derrick Favors,20,Forward,UTA,65.0,9,21.2,8.8,0.499,0.499,0.0,0.649,2.4,4.1,6.5,0.7,0.6,1.0,1.6,2.2,2012,0
Raymond Felton,27,Guard,POR,60.0,56,31.8,11.4,0.407,0.453,0.305,0.8059999999999999,0.5,2.0,2.5,6.5,1.3,0.2,2.8,2.0,2012,0
Rudy Fernández,26,Guard,DEN,31.0,1,22.9,8.6,0.44,0.573,0.328,0.698,0.3,1.8,2.1,2.4,1.0,0.1,1.3,1.2,2012,0
Landry Fields,23,Guard,NYK,66.0,62,28.7,8.8,0.46,0.523,0.256,0.562,0.9,3.3,4.2,2.6,1.2,0.3,1.5,1.5,2012,0
Randy Foye,28,Guard,LAC,65.0,48,25.9,11.0,0.398,0.41,0.386,0.8590000000000001,0.4,1.7,2.1,2.2,0.7,0.4,1.1,2.0,2012,0
Channing Frye,28,Forward,PHO,64.0,59,26.1,10.5,0.416,0.469,0.34600000000000003,0.89,1.1,4.8,5.9,1.4,0.7,1.1,1.0,2.8,2012,0
Danilo Gallinari,23,Forward,DEN,43.0,40,31.4,14.6,0.414,0.47,0.328,0.871,0.7,4.0,4.7,2.7,1.0,0.5,1.6,2.0,2012,0
Kevin Garnett,35,Center,BOS,60.0,60,31.1,15.8,0.503,0.505,0.333,0.857,1.1,7.1,8.2,2.9,0.9,1.0,1.8,2.4,2012,0
Marc Gasol,27,Center,MEM,65.0,65,36.5,14.6,0.482,0.489,0.083,0.748,1.8,7.1,8.9,3.1,1.0,1.9,1.9,3.1,2012,0
Pau Gasol,31,Forward,LAL,65.0,65,37.4,17.4,0.501,0.508,0.259,0.782,2.8,7.6,10.4,3.6,0.6,1.4,2.2,2.0,2012,0
Rudy Gay,25,Forward,MEM,65.0,65,37.3,19.0,0.455,0.482,0.312,0.7909999999999999,2.0,4.4,6.4,2.3,1.5,0.8,2.5,2.1,2012,0
Alonzo Gee,24,Guard,CLE,63.0,31,29.0,10.6,0.412,0.442,0.321,0.7879999999999999,1.6,3.5,5.1,1.8,1.3,0.3,1.8,2.4,2012,0
Paul George,21,Guard,IND,66.0,66,29.7,12.1,0.44,0.472,0.385,0.802,0.8,4.8,5.6,2.4,1.6,0.6,1.8,2.9,2012,0
Manu Ginóbili,34,Guard,SAS,34.0,7,23.3,12.9,0.526,0.616,0.413,0.871,0.5,2.9,3.4,4.4,0.7,0.4,1.9,1.6,2012,0
Drew Gooden,30,Center,MIL,56.0,46,26.2,13.7,0.4370000000000001,0.45,0.29100000000000004,0.846,2.3,4.2,6.5,2.6,0.8,0.6,1.9,2.0,2012,0
Ben Gordon,28,Guard,DET,52.0,21,26.9,12.5,0.442,0.446,0.429,0.86,0.3,2.1,2.3,2.4,0.7,0.2,2.2,2.2,2012,0
Marcin Gortat,27,Center,PHO,66.0,66,32.0,15.4,0.555,0.557,0.0,0.649,2.8,7.2,10.0,0.9,0.7,1.5,1.4,2.2,2012,0
Danny Granger,28,Forward,IND,62.0,62,33.3,18.7,0.416,0.434,0.381,0.873,1.3,3.7,5.0,1.8,1.0,0.6,1.8,2.3,2012,0
Danny Green,24,Guard,SAS,66.0,38,23.1,9.1,0.442,0.449,0.436,0.79,0.8,2.6,3.5,1.3,0.9,0.7,1.0,1.6,2012,0
Gerald Green,26,Forward,BRK,31.0,2,25.2,12.9,0.481,0.529,0.391,0.754,0.5,3.0,3.5,1.1,0.9,0.5,1.8,2.6,2012,0
Blake Griffin,22,Forward,LAC,66.0,66,36.2,20.7,0.5489999999999999,0.556,0.125,0.521,3.3,7.6,10.9,3.2,0.8,0.7,2.3,3.3,2012,0
Richard Hamilton,33,Guard,CHI,28.0,28,24.9,11.6,0.452,0.466,0.37,0.784,0.7,1.6,2.4,3.0,0.4,0.0,1.8,2.0,2012,0
Tyler Hansbrough,26,Forward,IND,66.0,0,21.8,9.3,0.405,0.406,0.0,0.813,1.7,2.7,4.4,0.5,0.8,0.1,1.0,2.4,2012,0
James Harden,22,Guard,OKC,62.0,2,31.4,16.8,0.491,0.579,0.39,0.846,0.5,3.6,4.1,3.7,1.0,0.2,2.2,2.4,2012,0
Al Harrington,31,Forward,DEN,64.0,1,27.5,14.2,0.446,0.519,0.333,0.6759999999999999,1.1,5.0,6.1,1.4,0.9,0.2,1.8,2.8,2012,0
Devin Harris,28,Guard,UTA,63.0,63,27.6,11.3,0.445,0.498,0.362,0.746,0.2,1.6,1.8,5.0,1.0,0.2,1.9,2.2,2012,0
Spencer Hawes,23,Center,PHI,37.0,29,24.9,9.6,0.489,0.498,0.25,0.727,2.1,5.2,7.3,2.6,0.4,1.3,1.5,2.7,2012,0
Gordon Hayward,21,Forward,UTA,66.0,58,30.5,11.8,0.456,0.496,0.34600000000000003,0.8320000000000001,0.9,2.6,3.5,3.1,0.8,0.6,1.7,1.6,2012,0
Gerald Henderson,24,Guard,CHO,55.0,55,33.3,15.1,0.459,0.475,0.234,0.76,1.2,2.9,4.1,2.3,0.9,0.4,1.8,2.3,2012,0
Roy Hibbert,25,Center,IND,65.0,65,29.8,12.8,0.4970000000000001,0.498,0.0,0.711,3.3,5.5,8.8,1.7,0.5,2.0,2.0,3.0,2012,0
J.J. Hickson,23,Forward,TOT,54.0,19,23.0,8.4,0.467,0.469,0.0,0.642,2.5,3.7,6.2,0.8,0.6,0.6,1.3,1.6,2012,0
Nenê,29,Center,TOT,39.0,33,28.5,13.7,0.537,0.542,0.0,0.6729999999999999,1.6,5.8,7.5,2.1,1.1,1.0,2.5,2.4,2012,0
George Hill,25,Guard,IND,50.0,9,25.5,9.6,0.442,0.489,0.3670000000000001,0.778,0.6,2.4,3.0,2.9,0.8,0.3,1.0,2.0,2012,0
Grant Hill,39,Forward,PHO,49.0,46,28.1,10.2,0.446,0.47,0.264,0.7609999999999999,0.6,2.9,3.5,2.2,0.8,0.6,1.3,1.8,2012,0
Jrue Holiday,21,Guard,PHI,65.0,65,33.8,13.5,0.4320000000000001,0.445,0.38,0.7829999999999999,0.9,2.4,3.3,4.5,1.6,0.3,2.1,2.1,2012,0
Dwight Howard,26,Center,ORL,54.0,54,38.3,20.6,0.573,0.579,0.0,0.491,3.7,10.8,14.5,1.9,1.5,2.1,3.2,2.9,2012,1
Josh Howard,31,Forward,UTA,43.0,18,23.0,8.7,0.399,0.417,0.243,0.773,0.9,2.8,3.7,1.2,0.7,0.2,1.2,2.1,2012,0
Kris Humphries,26,Forward,BRK,62.0,62,34.9,13.8,0.481,0.481,0.0,0.752,3.8,7.2,11.0,1.5,0.8,1.2,1.9,2.8,2012,0
Serge Ibaka,22,Forward,OKC,66.0,66,27.2,9.1,0.535,0.536,0.333,0.6609999999999999,2.9,4.6,7.5,0.4,0.5,3.7,1.2,2.7,2012,0
Andre Iguodala,28,Forward,PHI,62.0,62,35.6,12.4,0.454,0.481,0.394,0.617,0.9,5.2,6.1,5.5,1.7,0.5,1.9,1.5,2012,0
Ersan İlyasova,24,Forward,MIL,60.0,41,27.6,13.0,0.4920000000000001,0.501,0.455,0.7809999999999999,3.3,5.6,8.8,1.2,0.7,0.7,1.3,2.2,2012,0
Kyrie Irving,19,Guard,CLE,51.0,51,30.5,18.5,0.469,0.491,0.399,0.872,0.9,2.9,3.7,5.4,1.1,0.4,3.1,2.2,2012,0
Jarrett Jack,28,Guard,NOP,45.0,39,34.0,15.6,0.456,0.482,0.348,0.872,0.5,3.4,3.9,6.3,0.7,0.2,2.4,2.1,2012,0
Stephen Jackson,33,Forward,TOT,47.0,14,25.8,9.8,0.374,0.431,0.28800000000000003,0.825,0.5,3.0,3.5,2.5,1.1,0.3,2.2,2.1,2012,0
LeBron James,27,Forward,MIA,62.0,62,37.5,27.1,0.531,0.556,0.362,0.7709999999999999,1.5,6.4,7.9,6.2,1.9,0.8,3.4,1.5,2012,1
Antawn Jamison,35,Forward,CLE,65.0,65,33.1,17.2,0.403,0.425,0.341,0.6829999999999999,1.9,4.4,6.3,2.0,0.8,0.7,1.4,2.5,2012,0
Al Jefferson,27,Center,UTA,61.0,61,34.0,19.2,0.4920000000000001,0.493,0.25,0.774,2.2,7.4,9.6,2.2,0.8,1.7,1.0,2.5,2012,0
Richard Jefferson,31,Forward,TOT,63.0,44,27.7,9.2,0.416,0.411,0.42,0.6940000000000001,0.4,3.1,3.5,1.4,0.6,0.3,0.8,1.9,2012,0
Brandon Jennings,22,Guard,MIL,66.0,66,35.3,19.1,0.418,0.464,0.332,0.8079999999999999,0.7,2.7,3.4,5.5,1.6,0.3,2.2,1.7,2012,0
Jonas Jerebko,24,Forward,DET,64.0,13,22.9,8.7,0.468,0.519,0.302,0.8059999999999999,1.5,3.3,4.8,0.7,0.6,0.3,1.0,2.5,2012,0
James Johnson,24,Forward,TOR,62.0,40,25.2,9.1,0.45,0.467,0.317,0.7040000000000001,1.2,3.5,4.7,2.0,1.1,1.4,1.6,2.9,2012,0
Joe Johnson,30,Guard,ATL,60.0,60,35.5,18.8,0.454,0.489,0.388,0.8490000000000001,0.9,2.8,3.7,3.9,0.8,0.2,1.9,1.3,2012,0
Chris Kaman,29,Center,NOP,47.0,33,29.2,13.1,0.446,0.446,0.0,0.785,1.9,5.9,7.7,2.1,0.5,1.6,2.7,2.3,2012,0
Linas Kleiza,27,Forward,TOR,49.0,3,21.6,9.7,0.402,0.446,0.34600000000000003,0.81,0.9,3.2,4.1,0.9,0.5,0.1,1.3,2.4,2012,0
Brandon Knight,20,Guard,DET,66.0,60,32.3,12.8,0.415,0.434,0.38,0.759,0.5,2.7,3.2,3.8,0.7,0.2,2.6,2.3,2012,0
Carl Landry,28,Forward,NOP,41.0,8,24.4,12.5,0.503,0.507,0.0,0.799,1.9,3.3,5.2,0.9,0.3,0.3,1.6,2.2,2012,0
Ty Lawson,24,Guard,DEN,61.0,61,34.8,16.4,0.488,0.531,0.365,0.8240000000000001,0.9,2.8,3.7,6.6,1.3,0.1,2.4,1.5,2012,0
Courtney Lee,26,Guard,HOU,58.0,26,30.3,11.4,0.433,0.452,0.401,0.826,0.4,2.3,2.7,1.5,1.2,0.4,1.1,1.8,2012,0
David Lee,28,Forward,GSW,57.0,57,37.2,20.1,0.503,0.506,0.0,0.782,3.0,6.6,9.6,2.8,0.9,0.4,2.6,3.1,2012,0
Jeremy Lin,23,Guard,NYK,35.0,25,26.9,14.6,0.446,0.477,0.32,0.7979999999999999,0.5,2.5,3.1,6.2,1.6,0.3,3.6,2.2,2012,0
Kevin Love,23,Forward,MIN,55.0,55,39.0,26.0,0.448,0.475,0.3720000000000001,0.8240000000000001,4.1,9.2,13.3,2.0,0.9,0.5,2.3,2.8,2012,0
Kyle Lowry,25,Guard,HOU,47.0,38,32.1,14.3,0.409,0.434,0.374,0.8640000000000001,0.8,3.7,4.5,6.6,1.6,0.3,2.8,2.8,2012,0
Corey Maggette,32,Forward,CHO,32.0,28,27.5,15.0,0.373,0.375,0.364,0.856,0.7,3.3,3.9,1.2,0.7,0.0,1.8,2.6,2012,0
Shawn Marion,33,Forward,DAL,63.0,63,30.5,10.6,0.446,0.464,0.294,0.7959999999999999,2.3,5.1,7.4,2.1,1.1,0.6,1.6,1.4,2012,0
Kevin Martin,28,Guard,HOU,40.0,40,31.6,17.1,0.413,0.462,0.34700000000000003,0.894,0.3,2.3,2.7,2.8,0.7,0.1,1.8,1.8,2012,0
Wesley Matthews,25,Guard,POR,66.0,53,33.8,13.7,0.412,0.434,0.383,0.86,0.8,2.5,3.4,1.7,1.5,0.2,1.1,2.2,2012,0
O.J. Mayo,24,Guard,MEM,66.0,0,26.8,12.6,0.408,0.434,0.364,0.773,0.5,2.7,3.2,2.6,1.1,0.3,1.9,2.1,2012,0
JaVale McGee,24,Center,TOT,61.0,45,25.2,11.3,0.556,0.556,0.0,0.461,2.7,5.1,7.8,0.5,0.6,2.2,1.4,2.7,2012,0
Jodie Meeks,24,Guard,PHI,66.0,50,24.9,8.4,0.409,0.468,0.365,0.906,0.3,2.2,2.4,0.8,0.6,0.0,0.4,1.2,2012,0
C.J. Miles,24,Guard,UTA,56.0,14,20.4,9.1,0.381,0.416,0.307,0.794,0.5,1.6,2.1,1.2,0.8,0.3,0.9,2.2,2012,0
Andre Miller,35,Guard,DEN,66.0,7,27.4,9.7,0.438,0.478,0.217,0.8109999999999999,0.8,2.5,3.3,6.7,1.0,0.1,2.7,2.0,2012,0
Paul Millsap,26,Forward,UTA,64.0,62,32.8,16.6,0.495,0.505,0.226,0.792,2.8,6.0,8.8,2.3,1.8,0.8,1.8,3.5,2012,0
Greg Monroe,21,Center,DET,66.0,66,31.5,15.4,0.521,0.522,0.0,0.7390000000000001,3.6,6.0,9.7,2.3,1.3,0.7,2.4,2.7,2012,0
Anthony Morrow,26,Guard,BRK,62.0,18,26.4,12.0,0.413,0.446,0.371,0.933,0.5,1.5,2.0,1.0,0.7,0.1,1.1,1.4,2012,0
Byron Mullens,22,Center,CHO,65.0,25,22.5,9.3,0.425,0.443,0.235,0.821,1.5,3.6,5.0,0.9,0.3,0.8,1.1,2.1,2012,0
Steve Nash,37,Guard,PHO,62.0,62,31.6,12.5,0.532,0.58,0.39,0.894,0.4,2.6,3.0,10.7,0.6,0.1,3.7,0.9,2012,0
