Player_name,age,position,team name,games,games started,minutes,points,Field goals,2FG,3FG,FT,R.offensive,R.defensive,R.total,Assists,Steals,BLK,Turnover,Persona fouls,year played
D.J. Augustin,23,PG,CHA,82,82,33.6,14.4,.416,.461,.333,.906,0.5,2.3,2.7,6.1,0.7,0.0,1.9,1.9,2011
Luke Babbitt,21,SF,POR,24,0,5.7,1.5,.273,.308,.188,.333,0.3,1.0,1.3,0.3,0.1,0.1,0.3,0.6,2011
Renaldo Balkman,26,SF,TOT,8,0,7.8,2.0,.462,.455,.500,.750,0.3,0.6,0.9,0.3,0.5,0.3,0.1,1.9,2011
Marcus Banks,29,PG,TOR,3,0,7.3,2.0,.000,.000,,.750,0.0,0.3,0.3,1.0,0.3,0.0,0.7,1.3,2011
Leandro Barbosa,28,SG,TOR,58,0,24.1,13.3,.450,.505,.338,.796,0.2,1.5,1.7,2.1,0.9,0.1,1.4,1.9,2011
J.J. Barea,26,PG,DAL,81,2,20.6,9.5,.439,.476,.349,.847,0.4,1.6,2.0,3.9,0.4,0.0,1.7,1.7,2011
Andrea Bargnani,25,C,TOR,66,66,35.7,21.4,.448,.472,.345,.820,1.1,4.1,5.2,1.8,0.5,0.7,2.3,2.4,2011
Matt Barnes,30,SF,LAL,53,0,19.2,6.7,.470,.564,.318,.779,1.4,2.9,4.3,1.3,0.7,0.4,1.1,2.4,2011
Earl Barron,29,C,TOT,21,7,14.5,3.8,.323,.323,,.625,1.5,2.1,3.6,0.5,0.4,0.3,0.8,2.2,2011
Brandon Bass,25,PF,ORL,76,51,26.1,11.2,.515,.516,.000,.815,1.8,3.8,5.6,0.8,0.4,0.7,1.3,2.1,2011
Tony Battie,34,C,PHI,38,0,9.9,2.6,.469,.462,.667,.571,0.4,2.2,2.6,0.3,0.1,0.4,0.3,1.6,2011
Shane Battier,32,SF,TOT,82,59,29.0,7.6,.450,.525,.382,.688,1.1,3.5,4.5,2.3,0.8,1.0,1.0,1.9,2011
Nicolas Batum,22,SF,POR,80,67,31.5,12.4,.455,.535,.345,.841,1.4,3.2,4.5,1.5,0.9,0.6,1.0,2.4,2011
Jerryd Bayless,22,PG,TOT,71,14,21.1,9.2,.422,.456,.336,.806,0.4,2.0,2.3,3.7,0.5,0.1,1.8,2.1,2011
Michael Beasley,22,SF,MIN,73,73,32.3,19.2,.450,.463,.366,.753,1.6,4.0,5.6,2.2,0.7,0.7,2.7,3.0,2011
Rodrigue Beaubois,22,PG,DAL,28,26,17.7,8.4,.422,.493,.301,.767,0.3,1.6,1.9,2.3,0.7,0.3,1.7,2.7,2011
Marco Belinelli,24,SG,NOH,80,69,24.5,10.5,.437,.458,.414,.784,0.2,1.7,1.9,1.2,0.5,0.1,1.0,1.8,2011
Charlie Bell,31,SG,GSW,19,0,9.0,1.7,.279,.273,.286,.500,0.3,0.6,0.9,0.7,0.3,0.1,0.3,0.7,2011
Raja Bell,34,SG,UTA,68,63,30.8,8.0,.409,.449,.352,.892,0.5,2.1,2.6,1.7,0.8,0.2,0.9,2.5,2011
Mike Bibby,32,PG,TOT,80,68,28.6,8.6,.431,.417,.440,.629,0.2,2.2,2.4,3.3,0.6,0.1,1.3,2.2,2011
Andris Biedriņš,24,C,GSW,59,55,23.7,5.0,.534,.534,,.323,2.5,4.8,7.2,1.0,0.9,0.9,1.0,3.4,2011
Chauncey Billups,34,PG,TOT,72,72,32.1,16.8,.427,.448,.402,.916,0.3,2.3,2.6,5.4,1.0,0.2,2.5,2.0,2011
DeJuan Blair,21,PF,SAS,81,65,21.4,8.3,.501,.503,.000,.657,2.7,4.3,7.0,1.0,1.2,0.5,1.4,2.6,2011
Steve Blake,30,PG,LAL,79,0,20.0,4.0,.359,.327,.378,.867,0.2,1.7,2.0,2.2,0.5,0.0,0.9,1.3,2011
Andray Blatche,24,PF,WAS,64,63,33.9,16.8,.445,.449,.222,.777,2.9,5.4,8.2,2.3,1.5,0.8,2.7,2.8,2011
Eric Bledsoe,21,PG,LAC,81,25,22.7,6.7,.424,.470,.276,.744,0.8,1.9,2.8,3.6,1.1,0.3,2.4,1.6,2011
Keith Bogans,30,SG,CHI,82,82,17.8,4.4,.404,.486,.380,.656,0.2,1.6,1.8,1.2,0.5,0.1,0.5,1.4,2011
Andrew Bogut,26,C,MIL,65,65,35.3,12.8,.495,.497,.000,.442,3.1,8.0,11.1,2.0,0.7,2.6,1.9,3.3,2011
Matt Bonner,30,PF,SAS,66,1,21.7,7.3,.464,.475,.457,.744,0.9,2.7,3.6,0.9,0.4,0.3,0.4,1.7,2011
Trevor Booker,23,PF,WAS,65,14,16.4,5.3,.549,.552,.000,.673,1.5,2.4,3.9,0.5,0.4,0.6,0.6,1.8,2011
Carlos Boozer,29,C,CHI,59,59,31.9,17.5,.510,.510,,.701,2.2,7.4,9.6,2.5,0.8,0.3,2.5,3.2,2011
Chris Bosh*,26,PF,MIA,77,77,36.3,18.7,.496,.502,.240,.815,1.8,6.5,8.3,1.9,0.8,0.6,1.8,2.2,2011
Earl Boykins,34,PG,MIL,57,0,15.1,7.2,.443,.459,.380,.841,0.3,0.7,1.0,2.5,0.7,0.1,0.9,0.8,2011
Craig Brackins,23,PF,PHI,3,0,11.0,2.7,.250,.364,.000,,0.7,0.7,1.3,0.3,0.3,0.0,0.0,1.0,2011
Avery Bradley,20,PG,BOS,31,0,5.2,1.7,.343,.371,.000,.500,0.1,0.4,0.5,0.4,0.3,0.0,0.5,0.6,2011
Elton Brand,31,PF,PHI,81,81,34.7,15.0,.512,.512,.000,.780,2.9,5.4,8.3,1.5,1.1,1.3,1.2,3.0,2011
Corey Brewer,24,SF-SG,TOT,69,24,21.9,8.0,.395,.434,.268,.708,0.8,1.7,2.5,1.3,1.4,0.2,1.3,2.3,2011
Ronnie Brewer,25,SG,CHI,81,1,22.0,6.2,.480,.498,.222,.654,0.7,2.6,3.2,1.7,1.3,0.3,0.7,1.0,2011
Jon Brockman,23,C,MIL,63,6,10.7,2.2,.511,.511,,.678,1.2,1.7,2.9,0.3,0.2,0.0,0.4,1.9,2011
Aaron Brooks,26,PG,TOT,59,12,21.8,10.7,.375,.427,.297,.886,0.3,1.0,1.3,3.9,0.6,0.1,1.7,1.9,2011
Derrick Brown,23,SF,TOT,49,1,11.8,3.8,.565,.570,.500,.533,0.8,1.2,2.0,0.7,0.4,0.2,0.7,1.2,2011
Kwame Brown,28,C,CHA,66,50,26.0,7.9,.517,.517,,.589,2.2,4.6,6.8,0.7,0.4,0.6,1.0,2.6,2011
Shannon Brown,25,SG,LAL,82,0,19.1,8.7,.425,.462,.349,.911,0.4,1.5,1.9,1.2,0.8,0.2,0.9,1.5,2011
Kobe Bryant*,32,SG,LAL,82,82,33.9,25.3,.451,.487,.323,.828,1.0,4.1,5.1,4.7,1.2,0.1,3.0,2.1,2011
Chase Budinger,22,SF,HOU,78,22,22.3,9.8,.425,.497,.325,.855,0.7,2.9,3.6,1.6,0.5,0.2,0.9,1.5,2011
Caron Butler,30,SF,DAL,29,29,29.9,15.0,.450,.454,.431,.773,0.8,3.3,4.1,1.6,1.0,0.3,1.7,2.0,2011
Rasual Butler,31,SG,TOT,47,2,16.4,4.7,.333,.327,.338,.667,0.2,1.4,1.6,0.6,0.2,0.3,0.5,0.8,2011
Andrew Bynum,23,C,LAL,54,47,27.8,11.3,.574,.574,,.660,3.1,6.3,9.4,1.4,0.4,2.0,1.4,2.6,2011
Will Bynum,28,PG,DET,61,5,18.4,7.9,.448,.466,.320,.836,0.2,1.0,1.2,3.2,0.9,0.1,1.4,1.9,2011
José Calderón,29,PG,TOR,68,55,30.9,9.8,.440,.466,.365,.854,0.4,2.5,3.0,8.9,1.2,0.1,2.2,2.1,2011
Marcus Camby,36,C,POR,59,51,26.1,4.7,.398,.399,.000,.614,3.1,7.2,10.3,2.1,0.7,1.6,1.1,2.4,2011
Derrick Caracter,22,C,LAL,41,0,5.2,2.0,.485,.485,,.739,0.5,0.6,1.0,0.2,0.1,0.2,0.5,1.1,2011
Brian Cardinal,33,SF,DAL,56,4,11.0,2.6,.430,.077,.483,.944,0.2,0.9,1.1,0.7,0.4,0.1,0.3,1.5,2011
Rodney Carney,26,SF,TOT,27,1,12.4,4.7,.418,.403,.447,.667,0.5,1.3,1.8,0.4,0.4,0.2,0.6,1.2,2011
DeMarre Carroll,24,PF,TOT,12,0,4.2,0.8,.333,.333,,1.000,0.2,0.5,0.7,0.3,0.1,0.1,0.0,0.4,2011
Matt Carroll,30,SG,CHA,54,1,10.8,4.4,.447,.471,.370,.769,0.2,1.0,1.3,0.4,0.3,0.1,0.4,0.8,2011
Anthony Carter,35,PG,TOT,33,0,14.0,3.3,.425,.500,.300,1.000,0.2,1.3,1.5,2.1,0.8,0.2,1.2,1.5,2011
Vince Carter,34,SG,TOT,73,63,28.1,14.0,.437,.479,.361,.740,0.7,3.0,3.8,2.0,0.9,0.3,1.2,2.6,2011
Omri Casspi,22,SF,SAC,71,27,24.0,8.6,.412,.445,.372,.673,1.0,3.3,4.3,1.0,0.8,0.2,1.0,1.6,2011
Mario Chalmers,24,PG,MIA,70,28,22.6,6.4,.399,.459,.359,.871,0.2,1.9,2.1,2.5,1.1,0.1,1.3,2.3,2011
Tyson Chandler,28,C,DAL,74,74,27.8,10.1,.654,.654,,.732,2.8,6.6,9.4,0.4,0.5,1.1,1.2,3.2,2011
Wilson Chandler,23,SF,TOT,72,49,33.3,15.3,.450,.501,.350,.807,1.0,4.6,5.7,1.7,0.7,1.3,1.4,2.8,2011
Josh Childress,27,SG,PHO,54,3,16.6,5.0,.565,.606,.063,.492,1.3,1.6,2.9,0.8,0.6,0.4,0.8,1.3,2011
Earl Clark,23,SF,TOT,42,0,11.0,3.9,.430,.444,.000,.574,0.9,1.5,2.4,0.2,0.2,0.4,0.7,1.1,2011
Jarron Collins,32,C,TOT,28,0,6.5,0.7,.286,.286,,.700,0.5,0.4,0.9,0.1,0.1,0.0,0.3,1.0,2011
Jason Collins,32,C,ATL,49,28,12.1,2.0,.479,.471,1.000,.659,0.6,1.5,2.1,0.4,0.2,0.2,0.5,2.0,2011
Sherron Collins,23,PG,CHA,20,0,3.3,0.9,.280,.333,.200,1.000,0.0,0.3,0.3,0.4,0.1,0.0,0.2,0.1,2011
Darren Collison,23,PG,IND,79,79,29.9,13.2,.457,.479,.331,.871,0.5,2.3,2.8,5.1,1.1,0.2,2.5,1.4,2011
Nick Collison,30,C,OKC,71,2,21.5,4.6,.566,.566,,.753,1.7,2.8,4.5,1.0,0.6,0.4,0.8,3.0,2011
Mike Conley,23,PG,MEM,81,81,35.5,13.7,.444,.466,.369,.733,0.4,2.7,3.0,6.5,1.8,0.2,2.2,2.2,2011
Brian Cook,30,PF,LAC,40,0,11.2,4.8,.424,.418,.430,.625,0.5,1.9,2.4,0.4,0.3,0.3,0.6,1.9,2011
Daequan Cook,23,SG,OKC,43,0,13.9,5.6,.436,.519,.422,.800,0.2,1.5,1.7,0.5,0.3,0.0,0.4,1.2,2011
Marcus Cousin,24,C,UTA,4,0,4.5,1.0,.667,.667,,,0.0,0.8,0.8,0.0,0.0,0.3,0.3,0.3,2011
DeMarcus Cousins,20,C,SAC,81,62,28.5,14.1,.430,.435,.167,.687,2.7,6.0,8.6,2.5,1.0,0.8,3.3,4.1,2011
Jamal Crawford,30,SG,ATL,76,0,30.2,14.2,.421,.474,.341,.854,0.3,1.4,1.7,3.2,0.8,0.2,1.9,1.3,2011
Jordan Crawford,22,SG,TOT,42,18,24.5,11.7,.384,.427,.258,.869,0.7,1.8,2.5,2.8,0.9,0.1,2.0,1.5,2011
Dante Cunningham,23,PF,TOT,78,18,21.0,6.2,.462,.473,.077,.726,1.2,2.3,3.6,0.6,0.7,0.6,0.7,2.3,2011
Stephen Curry,22,PG,GSW,74,74,33.6,18.6,.480,.498,.442,.934,0.7,3.2,3.9,5.8,1.5,0.3,3.1,3.1,2011
Samuel Dalembert,29,C,SAC,80,46,24.2,8.1,.473,.474,.000,.730,2.7,5.6,8.2,0.8,0.5,1.5,1.7,2.8,2011
Erick Dampier,35,C,MIA,51,22,16.0,2.5,.584,.591,.000,.545,1.0,2.4,3.5,0.4,0.3,0.9,0.6,1.6,2011
Antonio Daniels,35,PG,PHI,4,0,8.8,1.5,.400,.667,.000,1.000,0.0,1.3,1.3,0.5,0.0,0.0,0.3,0.0,2011
Marquis Daniels,30,SF,BOS,49,0,19.1,5.5,.491,.521,.190,.684,0.5,1.8,2.3,1.3,0.8,0.4,0.8,1.3,2011
Baron Davis,31,PG,TOT,58,44,28.4,13.1,.417,.458,.339,.771,0.6,2.1,2.7,6.7,1.3,0.5,2.5,2.5,2011
Ed Davis,21,PF,TOR,65,17,24.6,7.7,.576,.576,,.555,2.6,4.5,7.1,0.6,0.6,1.0,0.7,2.8,2011
Glen Davis,25,C,BOS,78,13,29.5,11.7,.448,.454,.133,.736,1.3,4.2,5.4,1.2,1.0,0.4,1.1,3.0,2011
Austin Daye,22,SF,DET,72,16,20.1,7.5,.410,.415,.401,.759,0.9,2.9,3.8,1.1,0.5,0.5,0.8,2.3,2011
Carlos Delfino,28,SF,MIL,49,40,32.4,11.5,.390,.415,.370,.800,0.5,3.6,4.1,2.3,1.6,0.2,1.2,1.5,2011
Luol Deng,25,SF,CHI,82,82,39.1,17.4,.460,.506,.345,.753,1.4,4.4,5.8,2.8,1.0,0.6,1.9,2.0,2011
DeMar DeRozan,21,SG,TOR,82,82,34.8,17.2,.467,.485,.096,.813,0.9,2.9,3.8,1.8,1.0,0.4,1.8,2.6,2011
Boris Diaw,28,PF,CHA,82,82,33.9,11.3,.492,.553,.345,.683,1.3,3.8,5.0,4.1,0.9,0.6,2.0,2.3,2011
Ike Diogu,27,PF,LAC,36,0,13.1,5.8,.561,.561,,.661,1.1,2.1,3.2,0.1,0.1,0.1,0.6,2.0,2011
DeSagana Diop,29,C,CHA,16,0,11.3,1.3,.333,.333,,.364,0.8,1.8,2.5,0.4,0.3,0.9,0.7,1.6,2011
Keyon Dooling,30,PG,MIL,80,22,22.0,7.1,.397,.439,.346,.830,0.2,1.3,1.5,3.0,0.7,0.1,1.1,1.5,2011
Joey Dorsey,27,C,TOR,43,9,12.1,3.1,.525,.525,,.477,1.8,2.6,4.4,0.6,0.6,0.4,0.9,1.8,2011
Toney Douglas,24,SG,NYK,81,9,24.3,10.6,.416,.460,.373,.794,0.8,2.2,3.0,3.0,1.1,0.0,1.1,2.2,2011
Chris Douglas-Roberts,24,SF,MIL,44,12,20.1,7.3,.429,.449,.326,.831,0.2,1.8,2.0,1.1,0.7,0.3,0.8,1.7,2011
Zabian Dowdell,26,PG,PHO,24,0,12.2,5.0,.408,.417,.300,.941,0.2,0.6,0.8,2.1,0.8,0.1,1.2,1.3,2011
Goran Dragić,24,PG,TOT,70,5,17.6,7.5,.435,.476,.361,.624,0.5,1.5,2.0,2.9,0.7,0.1,1.7,1.8,2011
Jared Dudley,25,SF,PHO,82,15,26.1,10.6,.477,.519,.415,.743,1.4,2.5,3.9,1.3,1.1,0.2,0.9,1.7,2011
Chris Duhon,28,PG,ORL,51,5,15.2,2.5,.380,.468,.250,.560,0.2,0.8,1.0,2.3,0.3,0.0,1.2,0.6,2011
Tim Duncan*,34,C,SAS,76,76,28.4,13.4,.500,.502,.000,.716,2.2,6.7,8.9,2.7,0.7,1.9,1.6,1.6,2011
Mike Dunleavy,30,SG,IND,61,44,27.6,11.2,.462,.519,.402,.800,0.5,4.1,4.5,1.7,0.7,0.5,1.1,1.8,2011
Ronald Dupree,30,SF,TOR,3,0,4.3,0.7,.250,.333,.000,,0.0,1.0,1.0,0.3,0.0,0.0,0.0,0.7,2011
Kevin Durant,22,SF,OKC,78,78,38.9,27.7,.462,.504,.350,.880,0.7,6.1,6.8,2.7,1.1,1.0,2.8,2.0,2011
Devin Ebanks,21,SG,LAL,20,0,5.9,3.1,.412,.413,.400,.783,0.8,0.6,1.4,0.1,0.2,0.3,0.3,0.4,2011
Wayne Ellington,23,SG,MIN,62,8,19.0,6.6,.403,.406,.397,.792,0.4,1.3,1.7,1.2,0.5,0.0,0.9,1.4,2011
Monta Ellis,25,SG,GSW,80,80,40.3,24.1,.451,.478,.361,.789,0.6,3.0,3.5,5.6,2.1,0.3,3.2,2.5,2011
Francisco Elson,34,C,UTA,62,1,9.8,2.2,.478,.478,,.839,0.6,1.3,1.9,0.5,0.3,0.2,0.5,1.4,2011
Melvin Ely,32,C,DEN,30,2,12.2,2.3,.549,.549,,.619,0.9,1.6,2.5,0.5,0.1,0.4,0.5,1.7,2011
Semih Erden,24,C,TOT,41,8,14.5,4.0,.559,.559,,.650,0.9,2.0,2.9,0.5,0.4,0.6,0.8,2.5,2011
Jeremy Evans,23,SF,UTA,49,3,9.4,3.6,.661,.667,.000,.703,0.7,1.2,2.0,0.5,0.3,0.3,0.4,1.0,2011
Maurice Evans,32,SF,TOT,73,24,21.2,6.3,.417,.475,.329,.897,0.7,1.4,2.1,0.6,0.5,0.2,0.5,1.8,2011
Reggie Evans,30,PF,TOR,30,18,26.6,4.4,.408,.412,.000,.545,4.0,7.5,11.5,1.3,1.0,0.2,1.3,3.0,2011
Tyreke Evans,21,SG,SAC,57,53,37.0,17.8,.409,.432,.291,.771,0.8,4.0,4.8,5.6,1.5,0.5,3.2,2.5,2011
Patrick Ewing,26,SF,NOH,7,0,2.7,0.4,.000,.000,.000,.750,0.1,0.1,0.3,0.3,0.0,0.1,0.1,0.1,2011
Christian Eyenga,21,SF,CLE,44,18,21.5,6.9,.425,.488,.275,.643,0.6,2.2,2.8,0.8,0.8,0.6,1.1,1.8,2011
Jordan Farmar,24,PG,NJN,73,18,24.6,9.6,.392,.421,.359,.820,0.3,2.0,2.4,5.0,0.8,0.1,1.9,1.8,2011
Derrick Favors,19,PF,TOT,78,27,19.7,6.8,.517,.517,,.595,2.2,3.1,5.3,0.5,0.4,0.9,1.0,3.2,2011
Raymond Felton,26,PG-SG,TOT,75,54,36.5,15.5,.425,.460,.353,.805,0.6,2.9,3.6,8.3,1.7,0.1,2.9,2.0,2011
Rudy Fernández,25,SG,POR,78,3,23.3,8.6,.370,.453,.321,.863,0.5,1.7,2.2,2.5,1.1,0.2,1.1,1.7,2011
Kyrylo Fesenko,24,C,UTA,53,1,8.6,2.0,.440,.444,.000,.391,0.6,1.4,2.0,0.3,0.1,0.3,0.5,1.7,2011
Landry Fields,22,SG,NYK,82,81,31.0,9.7,.497,.556,.393,.769,1.3,5.1,6.4,1.9,1.0,0.2,1.3,1.4,2011
Derek Fisher,36,PG,LAL,82,82,28.0,6.8,.389,.386,.396,.806,0.2,1.7,1.9,2.7,1.2,0.1,0.9,2.3,2011
Jonny Flynn,21,PG,MIN,53,8,18.5,5.3,.365,.393,.310,.762,0.2,1.2,1.5,3.4,0.6,0.1,2.1,1.1,2011
Gary Forbes,25,SF,DEN,63,11,12.6,5.2,.454,.488,.328,.678,0.4,1.4,1.8,0.8,0.4,0.1,0.7,1.2,2011
T.J. Ford,27,PG,IND,41,3,18.9,5.4,.386,.417,.188,.729,0.4,1.6,2.0,3.4,0.9,0.2,1.5,1.7,2011
Jeff Foster,34,C,IND,56,3,16.8,3.3,.479,.488,.000,.563,2.9,3.4,6.3,0.8,0.4,0.6,0.5,2.3,2011
Randy Foye,27,SG,LAC,63,24,24.6,9.8,.388,.430,.327,.893,0.2,1.4,1.6,2.7,0.7,0.3,1.5,1.9,2011
Channing Frye,27,PF,PHO,77,64,33.0,12.7,.432,.479,.390,.832,0.8,5.8,6.7,1.2,0.6,1.0,0.9,3.5,2011
Dan Gadzuric,32,C-PF,TOT,42,9,11.0,2.8,.419,.422,.000,.370,1.7,1.5,3.2,0.3,0.3,0.7,0.7,2.2,2011
Sundiata Gaines,24,PG,TOT,24,0,12.5,4.6,.400,.493,.237,.500,0.5,1.0,1.6,1.8,0.7,0.0,1.1,1.0,2011
Danilo Gallinari,22,PF-SF,TOT,62,60,33.9,15.6,.414,.467,.352,.862,1.0,4.0,4.9,1.7,0.8,0.4,1.3,2.3,2011
Francisco García,29,SF,SAC,58,34,23.9,9.7,.436,.502,.362,.855,0.4,1.9,2.3,1.2,0.9,0.8,0.8,2.2,2011
Kevin Garnett*,34,PF,BOS,71,71,31.3,14.9,.528,.530,.200,.862,1.2,7.7,8.9,2.4,1.3,0.8,1.6,2.1,2011
Marc Gasol,26,C,MEM,81,81,31.9,11.7,.527,.528,.429,.748,1.9,5.1,7.0,2.5,0.9,1.7,1.8,3.3,2011
Pau Gasol,30,C,LAL,82,82,37.0,18.8,.529,.530,.333,.823,3.3,6.9,10.2,3.3,0.6,1.6,1.7,2.5,2011
Rudy Gay,24,SF,MEM,54,54,39.9,19.8,.471,.486,.396,.805,1.5,4.7,6.2,2.8,1.7,1.1,2.5,2.4,2011
Alonzo Gee,23,SG,TOT,56,34,20.0,5.9,.458,.488,.333,.783,1.1,2.1,3.3,0.7,0.7,0.3,1.0,1.7,2011
Paul George,20,SG,IND,61,19,20.7,7.8,.453,.537,.297,.762,0.6,3.1,3.7,1.1,1.0,0.4,1.1,2.1,2011
Daniel Gibson,24,SG,CLE,67,15,27.8,11.6,.400,.398,.403,.822,0.4,2.3,2.6,3.0,0.7,0.3,1.2,2.3,2011
Taj Gibson,25,PF,CHI,80,19,21.8,7.1,.466,.472,.125,.676,2.0,3.7,5.7,0.7,0.5,1.3,0.9,2.5,2011
Manu Ginóbili*,33,SG,SAS,80,79,30.3,17.4,.433,.497,.349,.871,0.5,3.2,3.7,4.9,1.5,0.4,2.2,2.0,2011
Ryan Gomes,28,SF,LAC,76,62,27.6,7.2,.410,.459,.341,.718,0.8,2.5,3.3,1.6,0.8,0.2,0.7,2.1,2011
Drew Gooden,29,PF,MIL,35,18,24.6,11.3,.431,.447,.150,.794,2.1,4.7,6.8,1.3,0.6,0.5,1.3,2.8,2011
Ben Gordon,27,SG,DET,82,27,26.0,11.2,.440,.460,.402,.850,0.5,1.9,2.4,2.1,0.6,0.2,1.7,2.2,2011
Eric Gordon,22,SG,LAC,56,56,37.7,22.3,.450,.488,.364,.825,0.8,2.1,2.9,4.4,1.3,0.3,2.7,2.1,2011
Marcin Gortat,26,C,TOT,80,14,25.4,10.2,.561,.563,.250,.725,1.9,6.0,7.9,0.9,0.5,1.1,1.0,2.4,2011
Joey Graham,28,SF,CLE,39,8,15.0,5.2,.458,.490,.300,.806,0.2,1.9,2.2,0.5,0.2,0.2,0.7,1.9,2011
Stephen Graham,28,SG,NJN,59,28,16.3,3.4,.405,.425,.238,.816,0.3,1.8,2.1,0.7,0.2,0.0,0.6,1.8,2011
Danny Granger,27,SF,IND,79,79,35.0,20.5,.425,.443,.386,.848,1.1,4.3,5.4,2.6,1.1,0.8,2.6,2.7,2011
Aaron Gray,26,C,NOH,41,6,13.0,3.1,.566,.566,,.500,1.4,2.7,4.2,0.4,0.3,0.3,0.8,2.3,2011
Danny Green,23,SG,SAS,8,0,11.5,5.1,.486,.625,.368,,0.4,1.5,1.9,0.3,0.3,0.1,0.6,0.9,2011
Jeff Green,24,PF-SF,TOT,75,51,32.4,13.3,.449,.499,.303,.811,1.0,3.8,4.8,1.4,0.7,0.5,1.3,2.8,2011
Willie Green,29,SG,NOH,77,13,21.7,8.7,.443,.476,.348,.780,0.3,1.8,2.1,1.0,0.5,0.2,0.9,1.9,2011
Donté Greene,22,SF,SAC,69,21,16.3,5.8,.404,.478,.292,.662,0.7,1.4,2.1,0.7,0.5,0.3,0.9,1.3,2011
Orien Greene,28,SG,NJN,3,0,1.7,1.0,.500,.500,,.500,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,2011
Blake Griffin,21,PF,LAC,82,82,38.0,22.5,.506,.510,.292,.642,3.3,8.8,12.1,3.8,0.8,0.5,2.7,3.1,2011
Hamed Haddadi,25,C,MEM,31,0,5.4,2.4,.517,.526,.000,.652,0.8,1.4,2.2,0.2,0.1,0.4,0.4,0.9,2011
