Player_name,age,position,team name,games,games started,minutes,points,Field goals,2FG,3FG,FT,R.offensive,R.defensive,R.total,Assists,Steals,BLK,Turnover,Persona fouls,year played
Luke Babbitt,22,SF,POR,40,4,13.4,5.1,.410,.384,.430,.850,0.4,2.0,2.4,0.4,0.3,0.1,0.7,1.2,2012
Renaldo Balkman,27,SF,NYK,14,0,8.2,3.0,.500,.609,.222,.727,0.4,1.4,1.9,0.4,0.3,0.2,0.4,1.0,2012
Leandro Barbosa,29,SG,TOT,64,0,21.6,11.1,.425,.441,.382,.815,0.5,1.5,2.0,1.5,0.9,0.1,1.5,2.1,2012
J.J. Barea,27,PG,MIN,41,11,25.2,11.3,.400,.415,.371,.776,0.3,2.4,2.8,5.7,0.5,0.0,2.5,1.5,2012
Andrea Bargnani,26,C,TOR,31,31,33.3,19.5,.432,.474,.296,.873,0.8,4.8,5.5,2.0,0.6,0.5,2.2,1.7,2012
Matt Barnes,31,SF,LAL,63,16,22.9,7.8,.452,.518,.333,.742,1.5,3.9,5.5,2.0,0.6,0.8,1.2,2.4,2012
Earl Barron,30,C,GSW,2,0,4.5,2.0,.500,.500,,,0.5,0.0,0.5,0.0,0.0,0.0,0.0,2.5,2012
Brandon Bass,26,PF,BOS,59,39,31.7,12.5,.479,.479,,.810,1.6,4.6,6.2,0.9,0.6,0.9,1.1,2.3,2012
Tony Battie,35,C,PHI,27,11,10.9,1.6,.373,.380,.000,1.000,0.3,2.2,2.5,0.6,0.1,0.2,0.1,1.0,2012
Shane Battier,33,SF,MIA,65,10,23.1,4.8,.387,.468,.339,.622,0.9,1.5,2.4,1.3,1.0,0.5,0.6,1.6,2012
Nicolas Batum,23,SF,POR,59,34,30.4,13.9,.451,.496,.391,.836,1.4,3.2,4.6,1.4,1.0,1.0,1.5,1.8,2012
Jerryd Bayless,23,PG,TOR,31,11,22.7,11.4,.424,.424,.423,.852,0.3,1.9,2.1,3.8,0.8,0.1,1.7,2.3,2012
Michael Beasley,23,SF,MIN,47,7,23.1,11.5,.445,.462,.376,.642,0.8,3.6,4.4,1.0,0.4,0.4,1.7,1.8,2012
Rodrigue Beaubois,23,PG,DAL,53,12,21.7,8.9,.422,.479,.288,.841,0.4,2.5,2.8,2.9,1.1,0.5,1.3,1.8,2012
Marco Belinelli,25,SG,NOH,66,55,29.8,11.8,.417,.445,.377,.783,0.3,2.3,2.6,1.5,0.7,0.1,1.0,1.7,2012
Raja Bell,35,SG,UTA,34,33,23.4,6.4,.466,.540,.391,.840,0.2,1.3,1.4,1.1,0.4,0.1,0.6,2.3,2012
Keith Benson,23,C,GSW,3,0,3.0,0.0,.000,.000,,,0.7,0.3,1.0,0.0,0.0,0.0,0.0,0.0,2012
Mike Bibby,33,PG,NYK,39,4,14.3,2.6,.282,.205,.318,.750,0.1,1.4,1.5,2.1,0.5,0.1,0.5,1.2,2012
Andris Biedriņš,25,C,GSW,47,35,15.7,1.7,.609,.609,,.111,1.0,2.8,3.7,0.3,0.5,1.0,0.3,2.7,2012
Chauncey Billups,35,SG,LAC,20,20,30.4,15.0,.364,.340,.384,.895,0.2,2.3,2.5,4.0,0.5,0.2,1.9,2.0,2012
Bismack Biyombo,19,C,CHA,63,41,23.1,5.2,.464,.464,,.483,1.8,4.0,5.8,0.4,0.3,1.8,1.1,2.3,2012
DeJuan Blair,22,PF,SAS,64,62,21.3,9.5,.534,.535,.000,.613,2.4,3.1,5.5,1.2,0.9,0.2,1.4,2.6,2012
Steve Blake,31,PG,LAL,53,5,23.3,5.2,.377,.436,.335,.778,0.2,1.4,1.6,3.3,0.7,0.0,1.4,1.4,2012
Andray Blatche,25,PF,WAS,26,13,24.1,8.5,.380,.382,.286,.673,1.6,4.2,5.8,1.1,0.8,0.7,1.4,2.1,2012
Eric Bledsoe,22,PG,LAC,40,1,11.6,3.3,.389,.448,.200,.636,0.6,1.1,1.6,1.7,0.8,0.4,1.2,1.5,2012
Keith Bogans,31,SF,NJN,5,1,18.8,4.2,.381,.556,.250,.400,1.0,1.2,2.2,0.6,0.4,0.0,0.6,3.0,2012
Andrew Bogut,27,C,MIL,12,12,30.3,11.3,.449,.452,.000,.609,1.8,6.5,8.3,2.6,1.0,2.0,2.0,3.0,2012
Matt Bonner,31,PF,SAS,65,2,20.4,6.6,.440,.490,.420,.762,0.4,2.8,3.3,0.9,0.2,0.3,0.2,1.0,2012
Trevor Booker,24,PF,WAS,50,32,25.2,8.4,.531,.531,.500,.602,2.4,4.1,6.5,0.8,1.0,0.9,1.2,2.8,2012
Carlos Boozer,30,PF,CHI,66,66,29.5,15.0,.532,.533,.000,.693,1.7,6.8,8.5,1.9,1.0,0.4,1.7,2.5,2012
Chris Bosh*,27,PF,MIA,57,57,35.2,18.0,.487,.496,.286,.821,1.6,6.3,7.9,1.8,0.9,0.8,2.1,2.2,2012
Earl Boykins,35,PG,HOU,8,0,13.9,4.9,.333,.370,.222,.867,0.0,1.4,1.4,2.1,0.1,0.0,0.9,0.6,2012
Craig Brackins,24,PF,PHI,14,1,6.3,1.6,.273,.250,.333,.500,0.4,0.7,1.1,0.6,0.0,0.1,0.3,0.4,2012
Avery Bradley,21,PG,BOS,64,28,21.4,7.6,.498,.511,.407,.795,0.5,1.3,1.8,1.4,0.7,0.2,1.2,1.7,2012
Elton Brand,32,C,PHI,60,60,28.9,11.0,.494,.495,.000,.733,2.4,4.7,7.2,1.6,1.0,1.6,1.1,2.9,2012
Corey Brewer,25,SF,DEN,59,17,21.8,8.9,.434,.500,.260,.692,0.7,1.8,2.5,1.5,1.2,0.3,0.9,1.9,2012
Ronnie Brewer,26,SG,CHI,66,43,24.8,6.9,.427,.455,.275,.560,1.1,2.4,3.5,2.1,1.1,0.3,0.9,1.0,2012
Jon Brockman,24,PF,MIL,35,0,6.8,1.1,.333,.341,.000,.467,0.9,1.2,2.1,0.3,0.1,0.0,0.3,0.9,2012
MarShon Brooks,23,SG,NJN,56,47,29.4,12.6,.428,.463,.313,.764,1.3,2.3,3.6,2.3,0.9,0.3,2.1,2.1,2012
Derrick Brown,24,SF,CHA,65,17,22.2,8.1,.518,.535,.250,.667,1.5,2.2,3.6,1.0,0.7,0.2,0.8,1.5,2012
Kwame Brown,29,C,GSW,9,3,20.8,6.3,.525,.525,,.441,1.8,4.6,6.3,0.4,0.9,0.0,1.6,2.3,2012
Shannon Brown,26,SG,PHO,59,19,23.7,11.0,.420,.446,.362,.808,0.6,2.0,2.7,1.2,0.7,0.3,1.1,1.1,2012
Kobe Bryant*,33,SG,LAL,58,58,38.5,27.9,.430,.464,.303,.845,1.1,4.3,5.4,4.6,1.2,0.3,3.5,1.8,2012
Chase Budinger,23,SF,HOU,58,9,22.4,9.6,.442,.476,.402,.771,0.7,3.1,3.7,1.3,0.5,0.1,0.9,1.1,2012
Alec Burks,20,SG,UTA,59,0,15.9,7.2,.429,.442,.333,.727,1.0,1.3,2.2,0.9,0.5,0.1,0.9,1.4,2012
Caron Butler,31,SF,LAC,63,63,29.7,12.0,.407,.435,.358,.813,0.7,3.0,3.7,1.2,0.8,0.1,1.2,2.0,2012
Jimmy Butler,22,SG,CHI,42,0,8.5,2.6,.405,.441,.182,.768,0.5,0.8,1.3,0.3,0.3,0.1,0.3,0.5,2012
Rasual Butler,32,SF,TOR,34,14,13.3,3.2,.308,.357,.273,.583,0.2,1.8,1.9,0.6,0.2,0.1,0.4,1.1,2012
Derrick Byars,27,PF,SAS,2,0,18.5,5.0,.273,.600,.000,1.000,3.0,2.5,5.5,0.5,1.0,0.0,0.0,1.0,2012
Andrew Bynum,24,C,LAL,60,60,35.2,18.7,.558,.560,.200,.692,3.2,8.6,11.8,1.4,0.5,1.9,2.5,1.7,2012
Will Bynum,29,PG,DET,36,0,14.3,5.7,.381,.406,.241,.766,0.3,1.3,1.6,1.8,0.6,0.1,1.5,1.7,2012
José Calderón,30,PG,TOR,53,53,33.9,10.5,.457,.500,.371,.882,0.4,2.7,3.0,8.8,0.9,0.1,2.0,1.8,2012
Marcus Camby,37,C,TOT,59,53,22.9,4.9,.446,.447,.400,.453,2.7,6.3,9.0,1.8,0.8,1.4,1.0,2.1,2012
Brian Cardinal,34,SF,DAL,44,0,6.3,1.0,.255,.667,.204,.833,0.1,0.7,0.8,0.4,0.2,0.0,0.2,0.9,2012
DeMarre Carroll,25,SF-PF,TOT,24,9,14.5,4.5,.410,.419,.368,.875,1.2,1.0,2.2,0.8,0.5,0.0,0.5,1.5,2012
Matt Carroll,31,SG,CHA,53,2,11.2,2.7,.331,.386,.186,.789,0.2,0.9,1.1,0.7,0.3,0.1,0.5,1.0,2012
Anthony Carter,36,PG,TOR,24,0,8.7,2.0,.321,.333,.294,.800,0.2,1.2,1.4,1.4,0.3,0.2,0.7,0.8,2012
Vince Carter,35,SG,DAL,61,40,25.3,10.1,.411,.442,.361,.826,0.5,2.8,3.4,2.3,0.9,0.4,1.4,2.2,2012
Omri Casspi,23,SF,CLE,65,35,20.6,7.1,.403,.463,.315,.685,1.0,2.5,3.5,1.0,0.6,0.3,1.0,1.8,2012
Mario Chalmers,25,PG,MIA,64,64,28.5,9.8,.448,.513,.388,.792,0.3,2.4,2.7,3.5,1.5,0.2,2.2,2.6,2012
Tyson Chandler,29,C,NYK,62,62,33.2,11.3,.679,.683,.000,.689,3.4,6.5,9.9,0.9,0.9,1.4,1.6,3.0,2012
Wilson Chandler,24,SF,DEN,8,6,26.9,9.4,.392,.418,.250,.833,0.8,4.4,5.1,2.1,0.8,0.8,2.3,2.3,2012
Josh Childress,28,SF,PHO,34,0,14.4,2.9,.485,.587,.167,.000,0.9,1.9,2.8,1.0,0.4,0.2,0.3,1.1,2012
Earl Clark,24,PF,ORL,45,1,12.4,2.7,.367,.367,,.724,0.8,2.0,2.8,0.4,0.3,0.7,0.6,1.6,2012
Norris Cole,23,PG,MIA,65,2,19.4,6.8,.393,.417,.276,.776,0.3,1.1,1.4,2.0,0.7,0.0,1.6,1.9,2012
Jason Collins,33,C,ATL,30,10,10.3,1.3,.400,.400,,.467,0.4,1.2,1.6,0.3,0.1,0.1,0.3,1.1,2012
Darren Collison,24,PG,IND,60,56,31.3,10.4,.440,.457,.362,.830,0.5,2.6,3.1,4.8,0.8,0.2,1.9,1.7,2012
Nick Collison,31,PF,OKC,63,0,20.7,4.5,.597,.600,.000,.710,1.9,2.5,4.3,1.3,0.5,0.4,1.0,2.4,2012
Mike Conley,24,PG,MEM,62,61,35.1,12.7,.433,.450,.377,.861,0.4,2.2,2.5,6.5,2.2,0.2,2.0,2.1,2012
Brian Cook,31,PF,TOT,32,0,8.6,2.5,.316,.438,.200,.900,0.3,1.7,2.0,0.3,0.2,0.2,0.3,1.5,2012
Daequan Cook,24,SG,OKC,57,22,17.4,5.5,.368,.441,.346,.636,0.2,1.9,2.1,0.3,0.4,0.2,0.3,1.2,2012
DeMarcus Cousins,21,C,SAC,64,62,30.5,18.1,.448,.453,.143,.702,4.1,6.8,11.0,1.6,1.5,1.2,2.7,4.0,2012
Jamal Crawford,31,PG,POR,60,6,26.9,14.0,.384,.426,.308,.927,0.3,1.7,2.0,3.2,0.9,0.2,1.9,1.2,2012
Jordan Crawford,23,SG,WAS,64,32,27.4,14.7,.400,.451,.289,.793,0.7,1.9,2.6,3.0,0.9,0.1,2.2,1.7,2012
Dante Cunningham,24,PF,MEM,64,5,17.6,5.2,.516,.520,.000,.652,1.4,2.4,3.8,0.6,0.7,0.5,0.5,1.5,2012
Eddy Curry,29,C,MIA,14,1,5.9,2.1,.462,.462,,.750,0.3,0.6,0.9,0.1,0.0,0.1,0.7,1.2,2012
Stephen Curry,23,PG,GSW,26,23,28.2,14.7,.490,.514,.455,.809,0.6,2.8,3.4,5.3,1.5,0.3,2.5,2.4,2012
Samuel Dalembert,30,C,HOU,65,45,22.2,7.5,.506,.508,.000,.796,2.4,4.6,7.0,0.5,0.6,1.7,1.3,2.5,2012
Erick Dampier,36,C,ATL,15,0,5.5,0.1,.125,.125,,,0.7,1.0,1.7,0.3,0.1,0.3,0.2,0.6,2012
Marquis Daniels,31,SG,BOS,38,0,12.7,3.2,.364,.391,.000,.739,0.4,1.3,1.7,1.2,0.6,0.2,0.7,0.9,2012
Baron Davis,32,PG,NYK,29,14,20.5,6.1,.370,.424,.306,.667,0.4,1.5,1.9,4.7,1.2,0.1,2.6,2.1,2012
Ed Davis,22,PF,TOR,66,9,23.2,6.3,.513,.515,.000,.670,2.0,4.6,6.6,0.9,0.6,1.0,1.0,2.4,2012
Glen Davis,26,PF,ORL,61,13,23.4,9.3,.421,.429,.143,.683,1.8,3.7,5.4,0.8,0.7,0.3,1.2,1.7,2012
Josh Davis,31,PF,MEM,15,0,8.7,1.9,.370,.429,.308,.500,1.1,0.7,1.8,0.4,0.5,0.1,0.2,1.3,2012
Eric Dawson,27,C,SAS,4,0,9.8,3.8,.583,.583,,.500,1.3,1.3,2.5,0.0,0.3,0.5,0.8,1.5,2012
Austin Daye,23,SF,DET,41,4,14.7,4.7,.322,.364,.210,.814,0.3,1.9,2.2,0.8,0.5,0.5,1.0,1.5,2012
Carlos Delfino,29,SF,MIL,54,53,28.5,9.0,.402,.449,.360,.792,0.4,3.5,3.9,2.3,1.5,0.2,1.2,1.8,2012
Luol Deng,26,SF,CHI,54,54,39.4,15.3,.412,.430,.367,.770,1.4,5.1,6.5,2.9,1.0,0.7,1.8,1.5,2012
Justin Dentmon,26,PG,TOT,6,0,15.2,4.3,.357,.571,.143,.667,0.0,1.3,1.3,1.7,0.3,0.0,1.2,1.7,2012
DeMar DeRozan,22,SG,TOR,63,63,35.0,16.7,.422,.440,.261,.810,0.6,2.7,3.3,2.0,0.8,0.3,2.0,2.6,2012
Boris Diaw,29,PF,TOT,57,35,25.0,6.4,.444,.496,.313,.629,1.2,3.7,4.9,3.6,0.6,0.4,2.0,2.2,2012
Ike Diogu,28,PF,SAS,2,0,7.0,1.0,.000,.000,,1.000,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,2012
DeSagana Diop,30,C,CHA,27,9,12.0,1.1,.357,.357,,.167,1.2,1.9,3.1,0.9,0.2,0.5,0.7,1.3,2012
Keyon Dooling,31,SG,BOS,46,2,14.4,4.0,.405,.476,.333,.742,0.1,0.8,0.8,1.1,0.3,0.0,0.7,1.2,2012
Toney Douglas,25,PG,NYK,38,9,17.3,6.2,.324,.387,.231,.846,0.4,1.5,1.9,2.0,0.8,0.0,1.5,1.4,2012
Goran Dragić,25,PG,HOU,66,28,26.5,11.7,.462,.525,.337,.805,0.8,1.7,2.5,5.3,1.3,0.2,2.4,2.5,2012
Jared Dudley,26,SG,PHO,65,60,31.1,12.7,.485,.535,.383,.726,1.5,3.2,4.6,1.7,0.8,0.3,1.1,1.6,2012
Chris Duhon,29,PG,ORL,63,9,19.5,3.8,.419,.417,.420,.810,0.2,1.4,1.6,2.4,0.6,0.1,1.3,1.1,2012
Tim Duncan*,35,C,SAS,58,58,28.2,15.4,.492,.495,.000,.695,1.9,7.1,9.0,2.3,0.7,1.5,1.7,1.7,2012
Mike Dunleavy,31,SF,MIL,55,3,26.3,12.3,.474,.527,.399,.811,0.5,3.2,3.7,2.1,0.5,0.1,1.1,1.6,2012
Kevin Durant,23,SF,OKC,66,66,38.6,28.0,.496,.535,.387,.860,0.6,7.4,8.0,3.5,1.3,1.2,3.8,2.0,2012
Jerome Dyson,24,PG,NOH,9,1,20.0,7.4,.396,.450,.125,.778,0.2,1.9,2.1,2.0,1.2,0.2,2.2,2.1,2012
Devin Ebanks,22,SG,LAL,24,12,16.5,4.0,.416,.463,.000,.657,1.1,1.2,2.3,0.5,0.5,0.3,0.8,1.1,2012
Wayne Ellington,24,SG,MIN,51,4,19.1,6.1,.404,.448,.324,.800,0.3,1.7,1.9,0.6,0.5,0.2,0.5,1.1,2012
Monta Ellis,26,SG,TOT,58,58,36.6,20.4,.433,.462,.308,.796,0.3,3.1,3.4,6.0,1.5,0.3,3.1,2.3,2012
Francisco Elson,35,C,PHI,5,0,3.2,0.4,.333,.333,,,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.0,2012
Andre Emmett,29,SF,NJN,6,0,7.5,2.2,.571,.667,.000,.625,0.3,0.7,1.0,0.2,0.3,0.2,0.3,0.3,2012
Semih Erden,25,C,CLE,28,9,11.9,3.5,.527,.527,,.512,0.7,1.9,2.6,0.3,0.4,0.2,0.6,2.1,2012
Jeremy Evans,24,SF,UTA,29,0,7.5,2.1,.643,.659,.000,.500,0.7,1.1,1.7,0.4,0.2,0.8,0.2,0.8,2012
Maurice Evans,33,SF,WAS,24,0,14.3,4.9,.402,.418,.378,.769,0.3,0.7,1.0,0.4,0.6,0.0,0.4,1.5,2012
Reggie Evans,31,PF,LAC,56,0,13.8,1.9,.472,.472,,.507,1.8,3.1,4.8,0.3,0.6,0.1,0.8,2.1,2012
Tyreke Evans,22,SG,SAC,63,61,34.3,16.5,.453,.484,.202,.779,1.0,3.6,4.6,4.5,1.3,0.5,2.7,2.2,2012
Christian Eyenga,22,SF,TOT,7,0,14.6,2.4,.240,.227,.333,.500,0.6,1.4,2.0,0.7,0.4,0.7,0.4,1.0,2012
Kenneth Faried,22,PF,DEN,46,39,22.5,10.2,.586,.586,,.665,3.1,4.6,7.7,0.8,0.7,1.0,1.2,2.5,2012
Jordan Farmar,25,PG,NJN,39,5,21.3,10.4,.467,.484,.440,.905,0.2,1.4,1.6,3.3,0.6,0.1,1.7,1.3,2012
Derrick Favors,20,PF,UTA,65,9,21.2,8.8,.499,.499,,.649,2.4,4.1,6.5,0.7,0.6,1.0,1.6,2.2,2012
Raymond Felton,27,PG,POR,60,56,31.8,11.4,.407,.453,.305,.806,0.5,2.0,2.5,6.5,1.3,0.2,2.8,2.0,2012
Rudy Fernández,26,SG,DEN,31,1,22.9,8.6,.440,.573,.328,.698,0.3,1.8,2.1,2.4,1.0,0.1,1.3,1.2,2012
Kyrylo Fesenko,25,C,IND,3,0,5.7,2.7,.400,.400,,.667,0.7,2.3,3.0,0.3,0.7,0.0,0.0,0.7,2012
Landry Fields,23,SG,NYK,66,62,28.7,8.8,.460,.523,.256,.562,0.9,3.3,4.2,2.6,1.2,0.3,1.5,1.5,2012
Derek Fisher,37,PG,TOT,63,43,23.9,5.6,.371,.393,.321,.851,0.2,1.7,1.9,2.7,0.8,0.1,1.2,1.9,2012
Jonny Flynn,22,PG,TOT,29,1,14.3,4.5,.351,.371,.294,.744,0.3,1.1,1.3,3.3,0.2,0.1,1.2,0.8,2012
Jeff Foote,24,C,NOH,4,0,9.8,1.0,.333,.333,,,0.3,1.3,1.5,0.0,0.0,0.3,0.5,1.3,2012
Gary Forbes,26,SG,TOR,48,2,14.9,6.6,.413,.441,.349,.725,0.6,1.6,2.1,1.1,0.5,0.1,1.1,1.2,2012
T.J. Ford,28,PG,SAS,14,0,13.6,3.6,.442,.486,.250,.786,0.2,1.1,1.3,3.2,0.6,0.1,1.6,1.6,2012
Courtney Fortson,23,PG,TOT,10,0,9.5,3.5,.344,.421,.231,.667,0.6,0.9,1.5,1.0,0.3,0.0,1.0,0.5,2012
Jeff Foster,35,C,IND,11,0,12.8,2.3,.500,.471,1.000,.667,1.6,2.2,3.8,0.4,0.7,0.1,0.6,2.4,2012
Randy Foye,28,SG,LAC,65,48,25.9,11.0,.398,.410,.386,.859,0.4,1.7,2.1,2.2,0.7,0.4,1.1,2.0,2012
Jimmer Fredette,22,PG,SAC,61,7,18.6,7.6,.386,.409,.361,.833,0.3,0.9,1.2,1.8,0.5,0.0,1.1,1.2,2012
Enes Freedom,19,C,UTA,66,0,13.2,4.6,.496,.498,.000,.667,1.6,2.6,4.2,0.1,0.3,0.3,0.8,1.3,2012
Channing Frye,28,PF,PHO,64,59,26.1,10.5,.416,.469,.346,.890,1.1,4.8,5.9,1.4,0.7,1.1,1.0,2.8,2012
Dan Gadzuric,33,C,NYK,2,0,6.5,0.0,.000,.000,,.000,0.5,2.0,2.5,0.0,0.5,0.5,0.5,2.0,2012
Sundiata Gaines,25,SG,NJN,57,12,13.9,5.1,.376,.392,.341,.615,0.5,1.4,1.9,2.2,1.0,0.0,0.9,1.0,2012
Danilo Gallinari,23,SF,DEN,43,40,31.4,14.6,.414,.470,.328,.871,0.7,4.0,4.7,2.7,1.0,0.5,1.6,2.0,2012
Francisco García,30,SF,SAC,49,3,16.3,4.8,.376,.490,.290,.800,0.2,1.8,2.0,0.6,0.7,0.8,0.4,1.5,2012
Kevin Garnett*,35,C,BOS,60,60,31.1,15.8,.503,.505,.333,.857,1.1,7.1,8.2,2.9,0.9,1.0,1.8,2.4,2012
Marc Gasol,27,C,MEM,65,65,36.5,14.6,.482,.489,.083,.748,1.8,7.1,8.9,3.1,1.0,1.9,1.9,3.1,2012
Pau Gasol,31,PF,LAL,65,65,37.4,17.4,.501,.508,.259,.782,2.8,7.6,10.4,3.6,0.6,1.4,2.2,2.0,2012
Rudy Gay,25,SF,MEM,65,65,37.3,19.0,.455,.482,.312,.791,2.0,4.4,6.4,2.3,1.5,0.8,2.5,2.1,2012
Alonzo Gee,24,SG,CLE,63,31,29.0,10.6,.412,.442,.321,.788,1.6,3.5,5.1,1.8,1.3,0.3,1.8,2.4,2012
Paul George,21,SG,IND,66,66,29.7,12.1,.440,.472,.385,.802,0.8,4.8,5.6,2.4,1.6,0.6,1.8,2.9,2012
Daniel Gibson,25,SG,CLE,35,7,26.2,7.5,.351,.294,.396,.791,0.3,2.6,2.9,2.2,0.7,0.5,1.3,2.0,2012
Taj Gibson,26,PF,CHI,63,0,20.4,7.7,.495,.495,,.622,2.1,3.1,5.3,0.7,0.4,1.3,1.0,2.1,2012
Manu Ginóbili*,34,SG,SAS,34,7,23.3,12.9,.526,.616,.413,.871,0.5,2.9,3.4,4.4,0.7,0.4,1.9,1.6,2012
Mickell Gladness,25,PF,TOT,26,7,9.7,2.2,.424,.424,,.500,0.5,1.7,2.2,0.2,0.2,0.8,0.3,1.2,2012
Ryan Gomes,29,SF,LAC,32,2,13.3,2.3,.326,.409,.138,.727,0.4,1.5,1.9,0.4,0.5,0.0,0.5,1.1,2012
Drew Gooden,30,C,MIL,56,46,26.2,13.7,.437,.450,.291,.846,2.3,4.2,6.5,2.6,0.8,0.6,1.9,2.0,2012
Ben Gordon,28,SG,DET,52,21,26.9,12.5,.442,.446,.429,.860,0.3,2.1,2.3,2.4,0.7,0.2,2.2,2.2,2012
Eric Gordon,23,SG,NOH,9,9,34.4,20.6,.450,.530,.250,.754,0.2,2.6,2.8,3.4,1.4,0.4,2.7,2.2,2012
Marcin Gortat,27,C,PHO,66,66,32.0,15.4,.555,.557,.000,.649,2.8,7.2,10.0,0.9,0.7,1.5,1.4,2.2,2012
Andrew Goudelock,23,SG,LAL,40,0,10.5,4.4,.391,.404,.373,.917,0.1,0.7,0.8,0.5,0.1,0.0,0.5,0.8,2012
Danny Granger,28,SF,IND,62,62,33.3,18.7,.416,.434,.381,.873,1.3,3.7,5.0,1.8,1.0,0.6,1.8,2.3,2012
Aaron Gray,27,C,TOR,49,40,16.6,3.9,.516,.516,,.532,1.7,4.0,5.7,0.6,0.4,0.3,1.0,2.6,2012
Danny Green,24,SG,SAS,66,38,23.1,9.1,.442,.449,.436,.790,0.8,2.6,3.5,1.3,0.9,0.7,1.0,1.6,2012
Gerald Green,26,SF,NJN,31,2,25.2,12.9,.481,.529,.391,.754,0.5,3.0,3.5,1.1,0.9,0.5,1.8,2.6,2012
Willie Green,30,SG,ATL,53,2,17.4,7.6,.471,.486,.442,.857,0.3,1.2,1.5,0.8,0.4,0.1,0.6,1.4,2012
Donté Greene,23,PF,SAC,53,7,14.7,5.4,.406,.516,.238,.800,0.4,2.2,2.5,0.6,0.3,0.5,0.6,1.3,2012
