Player_name,age,position,team name,games,games started,minutes,points,Field goals,2FG,3FG,FT,R.offensive,R.defensive,R.total,Assists,Steals,BLK,Turnover,Persona fouls,year played
Justin Anderson,22,SF,DAL,55,9,11.8,3.8,.406,.533,.265,.800,0.3,2.1,2.4,0.5,0.3,0.5,0.4,0.8,2016
Kyle Anderson,22,SF,SAS,78,11,16.0,4.5,.468,.488,.324,.747,0.3,2.8,3.1,1.6,0.8,0.4,0.8,1.2,2016
Ryan Anderson,27,PF,NOP,66,7,30.4,17.0,.427,.466,.366,.873,2.0,4.0,6.0,1.1,0.6,0.4,1.4,1.7,2016
Giannis Antetokounmpo,21,PG,MIL,80,79,35.3,16.9,.506,.537,.257,.724,1.4,6.2,7.7,4.3,1.2,1.4,2.6,3.2,2016
Thanasis Antetokounmpo,23,SF,NYK,2,0,3.0,3.0,.750,1.000,.000,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,2016
Carmelo Anthony,31,SF,NYK,72,72,35.1,21.8,.434,.463,.339,.829,1.4,6.4,7.7,4.2,0.9,0.5,2.4,2.5,2016
Joel Anthony,33,C,DET,19,0,5.1,0.9,.600,.600,,.750,0.4,0.7,1.1,0.1,0.1,0.6,0.1,0.8,2016
Keith Appling,23,PG,ORL,5,0,5.4,1.2,.250,.400,.000,1.000,0.0,0.2,0.2,0.2,0.2,0.0,0.6,1.0,2016
Trevor Ariza,30,SF,HOU,81,81,35.3,12.7,.416,.478,.371,.783,0.8,3.7,4.5,2.3,2.0,0.3,1.4,2.2,2016
Darrell Arthur,27,PF,DEN,70,16,21.7,7.5,.452,.473,.385,.755,1.2,3.0,4.2,1.4,0.8,0.7,0.9,2.6,2016
Ömer Aşık,29,C,NOP,68,64,17.3,4.0,.533,.533,,.545,1.8,4.3,6.1,0.4,0.3,0.3,0.9,1.8,2016
D.J. Augustin,28,PG,TOT,62,0,19.0,7.5,.423,.440,.405,.805,0.1,1.4,1.5,3.2,0.6,0.1,1.4,1.4,2016
Jeff Ayres,28,C,LAC,17,0,6.3,1.8,.522,.545,.000,1.000,0.2,1.1,1.3,0.3,0.0,0.2,0.4,1.1,2016
Luke Babbitt,26,SF,NOP,47,13,18.0,7.0,.422,.433,.404,.780,0.5,2.6,3.1,1.1,0.2,0.1,0.5,1.9,2016
Cameron Bairstow,25,C,CHI,18,2,5.7,1.9,.325,.343,.200,.875,0.2,1.3,1.6,0.3,0.1,0.2,0.2,1.1,2016
Leandro Barbosa,33,SG,GSW,68,0,15.9,6.4,.462,.508,.355,.839,0.4,1.3,1.7,1.2,0.6,0.1,0.8,1.6,2016
J.J. Barea,31,PG,DAL,74,16,22.5,10.9,.446,.481,.385,.771,0.4,1.7,2.1,4.1,0.4,0.0,1.5,1.5,2016
Andrea Bargnani,30,C,BRK,46,0,13.8,6.6,.455,.471,.188,.825,0.6,1.5,2.1,0.4,0.1,0.2,0.6,1.3,2016
Harrison Barnes,23,SF,GSW,66,59,30.9,11.7,.466,.508,.383,.761,1.2,3.8,4.9,1.8,0.6,0.2,0.9,2.1,2016
Matt Barnes,35,SF,MEM,76,45,28.8,10.0,.381,.449,.322,.804,1.1,4.4,5.5,2.1,1.0,0.8,1.6,3.1,2016
Will Barton,25,SG,DEN,82,1,28.7,14.4,.432,.476,.345,.806,0.7,5.1,5.8,2.5,0.9,0.5,1.7,1.8,2016
Brandon Bass,30,PF,LAL,66,0,20.3,7.2,.549,.552,.000,.845,1.6,2.7,4.3,1.1,0.5,0.8,0.6,1.9,2016
Nicolas Batum,27,SF,CHO,70,70,35.0,14.9,.426,.492,.348,.849,0.8,5.3,6.1,5.8,0.9,0.6,2.9,1.6,2016
Jerryd Bayless,27,SG,MIL,52,18,28.9,10.4,.423,.408,.437,.778,0.4,2.3,2.7,3.1,0.9,0.2,1.4,2.1,2016
Aron Baynes,29,C,DET,81,1,15.2,6.3,.505,.508,.000,.764,1.7,3.0,4.7,0.6,0.3,0.6,0.8,1.9,2016
Kent Bazemore,26,SF,ATL,75,68,27.8,11.6,.441,.502,.357,.815,0.4,4.7,5.1,2.3,1.3,0.5,1.8,2.3,2016
Bradley Beal,22,SG,WAS,55,35,31.1,17.4,.449,.481,.387,.767,0.7,2.7,3.4,2.9,1.0,0.2,2.0,2.1,2016
Michael Beasley,27,PF,HOU,20,0,18.2,12.8,.522,.531,.333,.776,1.5,3.5,4.9,0.8,0.6,0.5,1.2,2.0,2016
Marco Belinelli,29,SG,SAC,68,7,24.6,10.2,.386,.456,.306,.833,0.1,1.6,1.7,1.9,0.5,0.0,1.2,1.3,2016
Anthony Bennett,22,PF,TOR,19,0,4.4,1.5,.296,.385,.214,.900,0.3,0.9,1.2,0.0,0.3,0.0,0.2,0.4,2016
Patrick Beverley,27,PG,HOU,71,63,28.7,9.9,.434,.472,.400,.682,1.0,2.5,3.5,3.4,1.3,0.4,1.3,3.3,2016
Bismack Biyombo,23,C,TOR,82,22,22.0,5.5,.542,.544,.000,.628,2.2,5.8,8.0,0.4,0.2,1.6,0.9,2.7,2016
Nemanja Bjelica,27,PF,MIN,60,0,17.9,5.1,.468,.564,.384,.727,0.8,2.7,3.5,1.4,0.4,0.4,0.8,2.6,2016
Tarik Black,24,C,LAL,39,0,12.7,3.4,.548,.548,,.422,1.1,2.9,4.0,0.4,0.4,0.5,0.6,2.0,2016
DeJuan Blair,26,C,WAS,29,0,7.5,2.1,.412,.418,.000,.385,0.7,1.3,2.0,0.4,0.3,0.1,0.5,1.8,2016
Steve Blake,35,PG,DET,58,2,17.0,4.4,.388,.461,.344,.800,0.2,1.4,1.5,3.4,0.4,0.1,1.4,1.2,2016
Eric Bledsoe,26,PG,PHO,31,31,34.2,20.4,.453,.482,.372,.802,0.6,3.5,4.0,6.1,2.0,0.6,3.5,2.4,2016
Bojan Bogdanović,26,SF,BRK,79,39,26.8,11.2,.433,.474,.382,.833,0.5,2.8,3.2,1.3,0.4,0.1,1.5,1.5,2016
Andrew Bogut,31,C,GSW,70,66,20.7,5.4,.627,.626,1.000,.480,1.7,5.3,7.0,2.3,0.5,1.6,1.2,3.2,2016
Matt Bonner,35,C,SAS,30,2,6.9,2.5,.509,.609,.441,.750,0.1,0.8,0.9,0.3,0.2,0.0,0.1,0.5,2016
Devin Booker,19,SG,PHO,76,51,27.7,13.8,.423,.464,.343,.840,0.4,2.1,2.5,2.6,0.6,0.3,2.1,3.0,2016
Trevor Booker,28,PF,UTA,79,2,20.7,5.9,.490,.513,.293,.670,2.1,3.6,5.7,1.1,0.7,0.5,1.0,2.1,2016
Chris Bosh*,31,PF,MIA,53,53,33.5,19.1,.467,.508,.365,.795,0.9,6.5,7.4,2.4,0.7,0.6,1.5,1.9,2016
Avery Bradley,25,SG,BOS,76,72,33.4,15.2,.447,.505,.361,.780,0.6,2.3,2.9,2.1,1.5,0.3,1.4,2.2,2016
Elton Brand,36,C,PHI,17,1,13.2,4.1,.431,.437,.000,.889,0.5,3.2,3.7,1.1,0.5,0.5,0.6,1.9,2016
Corey Brewer,29,SF,HOU,82,12,20.4,7.2,.384,.460,.272,.750,0.5,1.9,2.4,1.3,1.0,0.2,1.0,2.0,2016
Aaron Brooks,31,PG,CHI,69,0,16.1,7.1,.401,.430,.357,.766,0.3,1.2,1.5,2.6,0.4,0.1,1.2,1.9,2016
Anthony Brown,23,SF,LAL,29,11,20.7,4.0,.310,.339,.286,.850,0.3,2.1,2.4,0.7,0.5,0.2,0.5,1.2,2016
Lorenzo Brown,25,PG,PHO,8,0,7.6,2.5,.320,.412,.125,.750,0.0,0.9,0.9,1.4,0.4,0.1,1.1,0.5,2016
Markel Brown,24,SG,BRK,62,6,15.8,5.9,.394,.443,.314,.755,0.4,1.6,2.0,1.5,0.6,0.2,0.9,1.5,2016
Kobe Bryant*,37,SF,LAL,66,66,28.2,17.6,.358,.410,.285,.826,0.6,3.1,3.7,2.8,0.9,0.2,2.0,1.7,2016
Chase Budinger,27,SF,TOT,66,2,14.1,4.1,.435,.523,.279,.696,0.7,1.6,2.3,1.0,0.5,0.2,0.7,0.9,2016
Reggie Bullock,24,SF,DET,37,0,11.6,3.3,.439,.467,.415,.933,0.4,1.5,1.8,0.7,0.3,0.1,0.2,0.8,2016
Trey Burke,23,PG,UTA,64,0,21.3,10.6,.413,.460,.344,.817,0.3,1.5,1.8,2.3,0.5,0.1,1.3,1.3,2016
Alec Burks,24,SG,UTA,31,3,25.7,13.3,.410,.412,.405,.752,0.5,3.0,3.5,2.0,0.6,0.1,1.6,2.3,2016
Caron Butler,35,SF,SAC,17,1,10.4,3.7,.424,.537,.167,.833,0.3,1.0,1.3,0.6,0.5,0.1,0.2,1.1,2016
Jimmy Butler,26,SG,CHI,67,67,36.9,20.9,.454,.489,.312,.832,1.2,4.2,5.3,4.8,1.6,0.6,2.0,1.9,2016
Rasual Butler,36,SF,SAS,46,0,9.4,2.7,.471,.618,.306,.688,0.1,1.2,1.2,0.5,0.3,0.5,0.2,0.2,2016
Bruno Caboclo,20,SF,TOR,6,1,7.2,0.5,.083,.000,.143,,0.2,0.2,0.3,0.2,0.3,0.2,0.7,0.3,2016
José Calderón,34,PG,NYK,72,72,28.1,7.6,.459,.496,.414,.875,0.3,2.9,3.2,4.1,0.9,0.1,1.2,1.9,2016
Kentavious Caldwell-Pope,22,SG,DET,76,76,36.7,14.5,.420,.489,.309,.811,0.9,2.8,3.7,1.8,1.4,0.2,1.4,2.2,2016
Isaiah Canaan,24,SG,PHI,77,39,25.5,11.0,.360,.354,.363,.833,0.3,2.0,2.3,1.8,0.7,0.2,1.2,1.7,2016
Clint Capela,21,C,HOU,77,35,19.1,7.0,.582,.583,.000,.379,2.5,3.9,6.4,0.6,0.8,1.2,0.8,2.5,2016
DeMarre Carroll,29,SF,TOR,26,22,30.2,11.0,.389,.388,.390,.600,1.2,3.5,4.7,1.0,1.7,0.2,1.1,2.4,2016
Vince Carter,39,SG,MEM,60,3,16.8,6.6,.388,.425,.349,.833,0.5,1.9,2.4,0.9,0.6,0.3,0.6,1.7,2016
Michael Carter-Williams,24,PG,MIL,54,37,30.5,11.5,.452,.472,.273,.654,0.9,4.2,5.1,5.2,1.5,0.8,2.8,3.0,2016
Omri Casspi,27,PF,SAC,69,21,27.2,11.8,.481,.537,.409,.648,0.8,5.1,5.9,1.4,0.8,0.2,1.4,2.2,2016
Willie Cauley-Stein,22,C,SAC,66,39,21.4,7.0,.563,.567,.000,.648,2.0,3.3,5.3,0.6,0.7,1.0,0.7,2.2,2016
Mario Chalmers,29,PG,TOT,61,7,22.5,10.3,.410,.461,.309,.832,0.4,2.2,2.6,3.8,1.4,0.2,1.8,3.0,2016
Tyson Chandler,33,C,PHO,66,60,24.5,7.2,.583,.585,.000,.620,2.7,6.1,8.7,1.0,0.5,0.7,1.4,2.2,2016
Rakeem Christmas,24,PF,IND,1,0,6.0,4.0,1.000,1.000,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2016
Ian Clark,24,SG,GSW,66,1,8.8,3.6,.441,.500,.357,.824,0.2,0.8,1.0,1.0,0.3,0.2,0.7,0.9,2016
Coty Clarke,23,SF,BOS,3,0,2.0,2.0,.500,.000,1.000,,0.0,0.3,0.3,0.0,0.0,0.0,0.3,0.0,2016
Jordan Clarkson,23,SG,LAL,79,79,32.3,15.5,.433,.468,.347,.804,1.2,2.8,4.0,2.4,1.1,0.1,1.7,2.1,2016
Norris Cole,27,PG,NOP,45,23,26.6,10.6,.405,.427,.324,.800,0.2,3.1,3.4,3.7,0.8,0.1,1.7,2.3,2016
Darren Collison,28,PG,SAC,74,15,30.0,14.0,.486,.519,.401,.858,0.4,1.9,2.3,4.3,1.0,0.1,1.8,1.9,2016
Nick Collison,35,PF,OKC,59,4,11.8,2.1,.459,.467,.000,.697,1.2,1.7,2.9,0.9,0.3,0.3,0.8,1.8,2016
Mike Conley,28,PG,MEM,56,56,31.4,15.3,.422,.449,.363,.834,0.5,2.5,2.9,6.1,1.2,0.3,1.5,1.8,2016
Pat Connaughton,23,SG,POR,34,0,4.2,1.1,.265,.286,.238,1.000,0.3,0.6,0.9,0.3,0.1,0.0,0.3,0.2,2016
Chris Copeland,31,PF,MIL,24,1,6.5,2.1,.333,.467,.278,.857,0.0,0.4,0.4,0.5,0.1,0.0,0.3,0.7,2016
Bryce Cotton,23,PG,TOT,8,0,4.9,1.0,.400,.571,.000,,0.0,0.0,0.0,0.4,0.4,0.0,0.6,0.3,2016
DeMarcus Cousins,25,C,SAC,65,65,34.6,26.9,.451,.473,.333,.718,2.4,9.1,11.5,3.3,1.6,1.4,3.8,3.6,2016
Robert Covington,25,SF,PHI,67,49,28.4,12.8,.385,.452,.353,.791,1.0,5.3,6.3,1.4,1.6,0.6,2.1,3.5,2016
Allen Crabbe,23,SG,POR,81,8,26.0,10.3,.459,.506,.393,.867,0.3,2.3,2.7,1.2,0.8,0.2,0.8,2.4,2016
Jamal Crawford,35,SG,LAC,79,5,26.9,14.2,.404,.440,.340,.904,0.3,1.6,1.8,2.3,0.7,0.2,1.4,1.5,2016
Jae Crowder,25,SF,BOS,73,73,31.6,14.2,.443,.529,.336,.820,1.0,4.2,5.1,1.8,1.7,0.5,1.1,2.7,2016
Dante Cunningham,28,SF,NOP,80,46,24.6,6.1,.451,.550,.316,.695,0.7,2.2,3.0,1.0,0.5,0.4,0.5,2.2,2016
Jared Cunningham,24,SG,TOT,44,3,9.3,2.7,.343,.364,.308,.655,0.1,0.8,0.9,0.5,0.3,0.0,0.5,0.9,2016
Seth Curry,25,PG,SAC,44,9,15.7,6.8,.455,.460,.450,.833,0.2,1.2,1.4,1.5,0.5,0.1,0.8,0.9,2016
Stephen Curry,27,PG,GSW,79,79,34.2,30.1,.504,.566,.454,.908,0.9,4.6,5.4,6.7,2.1,0.2,3.3,2.0,2016
Troy Daniels,24,SG,CHO,43,0,11.1,5.6,.476,.462,.484,.556,0.2,1.2,1.3,0.5,0.3,0.1,0.6,0.9,2016
Anthony Davis,22,C,NOP,61,61,35.5,24.3,.493,.511,.324,.758,2.1,8.1,10.3,1.9,1.3,2.0,2.0,2.4,2016
Ed Davis,26,PF,POR,81,0,20.8,6.5,.611,.611,,.559,2.8,4.6,7.4,1.1,0.7,0.9,0.8,2.5,2016
Branden Dawson,22,PF,LAC,6,0,4.8,0.8,.400,.400,,1.000,0.3,0.3,0.7,0.0,0.0,0.2,0.0,0.3,2016
Dewayne Dedmon,26,C,ORL,58,20,12.2,4.4,.559,.559,,.750,1.2,2.8,3.9,0.2,0.4,0.8,0.6,1.9,2016
Bryce Dejean-Jones,23,SG,NOP,14,11,19.9,5.6,.406,.432,.375,.524,0.6,2.9,3.4,1.1,0.7,0.1,0.8,1.2,2016
Sam Dekker,21,PF,HOU,3,0,2.0,0.0,,,,,0.0,0.3,0.3,0.0,0.3,0.0,0.0,0.0,2016
Matthew Dellavedova,25,PG,CLE,76,14,24.6,7.5,.405,.401,.410,.864,0.4,1.7,2.1,4.4,0.6,0.1,1.5,2.3,2016
Luol Deng,30,PF,MIA,74,73,32.4,12.3,.455,.513,.344,.755,1.5,4.5,6.0,1.9,1.0,0.4,1.1,1.6,2016
DeMar DeRozan,26,SG,TOR,78,78,35.9,23.5,.446,.458,.338,.850,0.8,3.7,4.5,4.0,1.0,0.3,2.2,2.1,2016
Boris Diaw,33,PF,SAS,76,4,18.2,6.4,.527,.564,.362,.737,0.8,2.3,3.1,2.3,0.3,0.3,1.3,1.3,2016
Gorgui Dieng,26,C,MIN,82,39,27.1,10.1,.532,.540,.300,.827,1.9,5.2,7.1,1.7,1.1,1.2,1.7,2.7,2016
Spencer Dinwiddie,22,PG,DET,12,0,13.3,4.8,.352,.409,.100,.576,0.3,1.1,1.4,1.8,0.3,0.0,0.6,1.7,2016
Toney Douglas,29,PG,NOP,61,18,20.7,8.7,.411,.421,.399,.848,0.4,1.9,2.3,2.6,1.1,0.1,1.0,2.1,2016
Goran Dragić,29,PG,MIA,72,72,32.8,14.1,.477,.527,.312,.727,0.8,3.1,3.8,5.8,1.0,0.2,2.6,2.6,2016
Andre Drummond,22,C,DET,81,81,32.9,16.2,.521,.522,.333,.355,4.9,9.9,14.8,0.8,1.5,1.4,1.9,3.0,2016
Jared Dudley,30,PF,WAS,81,41,25.9,7.9,.478,.534,.420,.735,0.7,2.9,3.5,2.1,0.9,0.2,1.0,2.3,2016
Duje Dukan,24,SF,SAC,1,0,24.0,6.0,.200,.000,.400,,2.0,2.0,4.0,1.0,1.0,0.0,0.0,2.0,2016
Tim Duncan*,39,C,SAS,61,60,25.2,8.6,.488,.490,.000,.702,1.9,5.4,7.3,2.7,0.8,1.3,1.5,2.0,2016
Mike Dunleavy,35,SF,CHI,31,30,22.7,7.2,.410,.427,.394,.784,0.3,2.4,2.7,1.3,0.5,0.3,0.8,2.1,2016
Kevin Durant,27,SF,OKC,72,72,35.8,28.2,.505,.569,.387,.898,0.6,7.6,8.2,5.0,1.0,1.2,3.5,1.9,2016
Cleanthony Early,24,SF,NYK,17,2,9.1,1.8,.300,.320,.267,.750,0.2,1.3,1.5,0.4,0.1,0.2,0.5,0.9,2016
Jarell Eddie,24,SF,WAS,26,0,5.7,2.4,.308,.278,.319,1.000,0.1,0.8,0.9,0.2,0.2,0.0,0.0,0.2,2016
Wayne Ellington,28,SG,BRK,76,41,21.3,7.7,.389,.416,.358,.857,0.3,2.0,2.3,1.1,0.6,0.1,0.6,1.1,2016
Monta Ellis,30,SG,IND,81,81,33.8,13.8,.427,.472,.309,.786,0.5,2.8,3.3,4.7,1.9,0.5,2.5,2.1,2016
James Ennis III,25,SF,TOT,22,5,15.0,7.2,.478,.509,.448,.735,1.0,1.0,1.9,1.0,0.7,0.2,0.9,1.3,2016
Tyler Ennis,21,PG,MIL,46,7,14.2,4.5,.449,.480,.333,.735,0.3,1.3,1.6,2.1,0.5,0.0,1.0,1.4,2016
Jeremy Evans,28,SF,DAL,30,2,8.4,2.4,.542,.688,.250,.714,0.4,1.4,1.8,0.1,0.2,0.3,0.2,0.6,2016
Tyreke Evans,26,SG,NOP,25,25,30.6,15.2,.433,.450,.388,.796,0.8,4.4,5.2,6.6,1.3,0.3,2.9,2.6,2016
Festus Ezeli,26,C,GSW,46,13,16.7,7.0,.548,.548,,.530,2.0,3.6,5.6,0.7,0.4,1.1,0.8,2.0,2016
Kenneth Faried,26,PF,DEN,67,64,25.3,12.5,.558,.558,.500,.613,3.5,5.2,8.7,1.2,0.5,0.9,1.4,2.5,2016
Jordan Farmar,29,PG,MEM,12,10,24.3,9.2,.420,.473,.356,1.000,0.3,1.8,2.1,3.1,1.3,0.2,1.5,1.8,2016
Derrick Favors,24,PF,UTA,62,59,32.0,16.4,.515,.518,.000,.709,2.7,5.4,8.1,1.5,1.2,1.5,1.7,2.4,2016
Cristiano Felício,23,C,CHI,31,4,10.4,3.4,.556,.588,.000,.714,1.0,2.3,3.3,0.8,0.2,0.4,0.4,1.0,2016
Raymond Felton,31,PG,DAL,80,31,27.4,9.5,.406,.463,.282,.847,0.5,2.8,3.2,3.6,0.9,0.2,1.5,1.8,2016
Evan Fournier,23,SF,ORL,79,71,32.5,15.4,.462,.506,.400,.836,0.4,2.4,2.8,2.7,1.2,0.0,1.7,2.7,2016
Randy Foye,32,SG,TOT,81,8,20.3,5.9,.351,.405,.300,.824,0.3,1.6,1.9,2.0,0.5,0.4,1.1,1.6,2016
Tim Frazier,25,PG,TOT,51,2,14.5,5.1,.419,.442,.333,.716,0.5,1.6,2.2,3.2,0.6,0.0,1.3,1.4,2016
Jimmer Fredette,26,SG,TOT,6,0,3.0,1.5,.400,.333,.500,.800,0.0,0.0,0.0,0.2,0.2,0.0,0.3,0.3,2016
Enes Freedom,23,C,OKC,82,1,21.0,12.7,.576,.579,.476,.797,3.0,5.1,8.1,0.4,0.3,0.4,1.4,2.0,2016
Channing Frye,32,PF-C,TOT,70,32,17.1,6.1,.438,.545,.387,.857,0.5,2.8,3.3,1.0,0.4,0.4,0.6,1.8,2016
Danilo Gallinari,27,SF,DEN,53,53,34.7,19.5,.410,.434,.364,.868,1.0,4.3,5.3,2.5,0.8,0.4,1.5,1.6,2016
Langston Galloway,24,PG,NYK,82,7,24.8,7.6,.393,.423,.344,.754,0.5,3.0,3.5,2.5,0.9,0.3,0.7,2.2,2016
Kevin Garnett*,39,PF,MIN,38,38,14.6,3.2,.470,.474,.000,.667,0.4,3.6,3.9,1.6,0.7,0.3,0.4,1.8,2016
Marc Gasol,31,C,MEM,52,52,34.4,16.6,.464,.463,.667,.829,1.1,5.8,7.0,3.8,1.0,1.3,2.3,2.7,2016
Pau Gasol,35,C,CHI,72,72,31.8,16.5,.469,.478,.348,.792,2.2,8.9,11.0,4.1,0.6,2.0,2.3,2.1,2016
Rudy Gay,29,SF,SAC,70,70,34.0,17.2,.463,.495,.344,.780,1.5,5.0,6.5,1.7,1.4,0.7,2.0,2.6,2016
Alonzo Gee,28,SF,NOP,73,38,22.4,4.5,.518,.590,.283,.667,0.8,2.5,3.4,1.0,0.9,0.2,0.8,2.3,2016
Paul George,25,SF,IND,81,81,34.8,23.1,.418,.447,.371,.860,1.0,6.0,7.0,4.1,1.9,0.4,3.3,2.8,2016
Taj Gibson,30,PF,CHI,73,55,26.5,8.6,.526,.529,.000,.692,2.8,4.1,6.9,1.5,0.6,1.1,1.1,2.5,2016
Manu Ginóbili*,38,SG,SAS,58,0,19.6,9.6,.453,.496,.391,.813,0.4,2.1,2.5,3.1,1.1,0.2,1.7,1.7,2016
Rudy Gobert,23,C,UTA,61,60,31.7,9.1,.559,.559,,.569,3.4,7.5,11.0,1.5,0.7,2.2,1.9,2.7,2016
Drew Gooden,34,PF,WAS,30,0,10.2,2.7,.320,.419,.171,.643,0.9,1.9,2.8,0.4,0.3,0.4,0.4,1.3,2016
Archie Goodwin,21,PG,PHO,57,13,19.5,8.9,.417,.474,.232,.674,0.5,2.0,2.5,2.1,0.5,0.2,1.8,1.5,2016
Aaron Gordon,20,PF,ORL,78,37,23.9,9.2,.473,.531,.296,.668,2.0,4.5,6.5,1.6,0.8,0.7,0.8,2.0,2016
Eric Gordon,27,SG,NOP,45,44,32.9,15.2,.418,.457,.384,.888,0.2,2.0,2.2,2.7,1.0,0.3,1.6,2.2,2016
Marcin Gortat,31,C,WAS,75,74,30.1,13.5,.567,.567,.000,.705,3.0,6.9,9.9,1.4,0.6,1.3,1.6,2.6,2016
Andrew Goudelock,27,PG,HOU,8,0,6.3,2.8,.450,.727,.111,.750,0.1,0.1,0.3,0.5,0.8,0.3,0.9,0.5,2016
Jerami Grant,21,PF,PHI,77,52,26.8,9.7,.419,.477,.240,.658,1.3,3.4,4.7,1.8,0.7,1.6,1.4,2.8,2016
Jerian Grant,23,PG,NYK,76,6,16.6,5.6,.394,.454,.220,.780,0.3,1.6,1.9,2.3,0.7,0.1,1.1,1.3,2016
Danny Green,28,SG,SAS,79,79,26.1,7.2,.376,.448,.332,.739,0.6,3.2,3.8,1.8,1.0,0.8,0.9,1.8,2016
Draymond Green,25,PF,GSW,81,81,34.7,14.0,.490,.537,.388,.696,1.7,7.8,9.5,7.4,1.5,1.4,3.2,3.0,2016
Erick Green,24,PG,TOT,9,0,4.7,1.4,.385,.500,.200,1.000,0.3,0.3,0.7,0.3,0.1,0.0,0.0,0.4,2016
Gerald Green,30,SG,MIA,69,14,22.6,8.9,.392,.446,.323,.783,0.4,2.0,2.4,0.8,0.6,0.3,0.7,1.8,2016
JaMychal Green,25,PF,MEM,78,15,18.5,7.4,.465,.478,.333,.752,1.8,3.0,4.8,0.9,0.6,0.4,1.1,2.4,2016
Jeff Green,29,SF,TOT,80,41,28.2,11.7,.430,.470,.315,.745,0.9,3.2,4.2,1.7,0.7,0.5,1.2,2.1,2016
Blake Griffin,26,PF,LAC,35,35,33.4,21.4,.499,.504,.333,.727,1.5,6.9,8.4,4.9,0.8,0.5,2.4,2.7,2016
Jorge Gutiérrez,27,PG,CHO,12,0,5.3,1.8,.545,.667,.000,.909,0.0,0.6,0.6,1.4,0.3,0.0,0.5,0.3,2016
P.J. Hairston,23,SF,TOT,66,52,19.9,6.2,.355,.449,.290,.781,0.4,2.3,2.6,0.6,0.5,0.2,0.6,2.1,2016
Jordan Hamilton,25,SF,NOP,11,4,27.6,11.4,.422,.507,.289,.667,1.1,4.5,5.6,2.3,0.7,0.3,1.5,2.2,2016
Tyler Hansbrough,30,PF,CHO,44,0,7.8,2.4,.451,.441,.667,.585,0.9,1.1,2.0,0.2,0.3,0.2,0.3,1.3,2016
Tim Hardaway Jr.,23,SG,ATL,51,1,16.9,6.4,.430,.537,.338,.893,0.1,1.5,1.7,1.0,0.4,0.1,0.5,0.9,2016
James Harden,26,SG,HOU,82,82,38.1,29.0,.439,.494,.359,.860,0.8,5.3,6.1,7.5,1.7,0.6,4.6,2.8,2016
Maurice Harkless,22,SF,POR,78,14,18.7,6.4,.474,.576,.279,.622,1.3,2.3,3.6,0.9,0.6,0.4,0.8,1.6,2016
Justin Harper,26,PF,DET,5,0,7.0,2.6,.400,.000,.444,.500,0.0,0.2,0.2,0.0,0.2,0.0,0.4,0.6,2016
Montrezl Harrell,22,PF,HOU,39,1,9.7,3.6,.644,.652,.000,.522,0.6,1.0,1.7,0.4,0.3,0.3,0.4,1.2,2016
