Player_name,age,position,team name,games,games started,minutes,points,Field goals,2FG,3FG,FT,R.offensive,R.defensive,R.total,Assists,Steals,BLK,Turnover,Persona fouls,year played
Dwayne Bacon,22,SG,CHO,53,6,13.5,3.3,.375,.409,.256,.800,0.1,2.3,2.3,0.7,0.3,0.0,0.4,0.9,2018
Ron Baker,24,SG,NYK,29,1,13.3,2.4,.339,.346,.333,.769,0.2,0.9,1.0,1.6,0.9,0.2,0.6,1.1,2018
Wade Baldwin,21,PG,POR,7,0,11.4,5.4,.667,.625,.800,.600,0.1,1.0,1.1,0.7,0.3,0.1,0.6,1.7,2018
Lonzo Ball,20,PG,LAL,52,50,34.2,10.2,.360,.420,.305,.451,1.3,5.6,6.9,7.2,1.7,0.8,2.6,2.3,2018
J.J. Barea,33,PG,DAL,69,10,23.2,11.6,.439,.499,.367,.784,0.2,2.7,2.9,6.3,0.5,0.0,2.1,1.2,2018
Harrison Barnes,25,PF,DAL,77,77,34.2,18.9,.445,.478,.357,.827,1.0,5.1,6.1,2.0,0.6,0.2,1.5,1.2,2018
Will Barton,27,SG,DEN,81,40,33.1,15.7,.452,.510,.370,.805,0.9,4.2,5.0,4.1,1.0,0.6,1.8,2.1,2018
Nicolas Batum,29,SG,CHO,64,64,31.0,11.6,.415,.473,.336,.831,0.9,3.9,4.8,5.5,1.0,0.4,2.0,1.1,2018
Jerryd Bayless,29,SG,PHI,39,11,23.7,7.9,.416,.474,.370,.795,0.4,1.7,2.1,1.4,0.6,0.2,1.2,2.3,2018
Aron Baynes,31,C,BOS,81,67,18.3,6.0,.471,.487,.143,.756,1.6,3.8,5.4,1.1,0.3,0.6,1.0,2.5,2018
Kent Bazemore,28,SG,ATL,65,65,27.5,12.9,.420,.438,.394,.796,0.4,3.4,3.8,3.5,1.5,0.7,2.4,2.3,2018
Bradley Beal,24,SG,WAS,82,82,36.3,22.6,.460,.507,.375,.791,0.7,3.7,4.4,4.5,1.2,0.4,2.6,2.0,2018
Malik Beasley,21,SG,DEN,62,0,9.4,3.2,.410,.469,.341,.667,0.2,0.9,1.1,0.5,0.2,0.1,0.4,0.6,2018
Michael Beasley,29,PF,NYK,74,30,22.3,13.2,.507,.520,.395,.780,1.3,4.3,5.6,1.7,0.5,0.6,1.9,2.0,2018
Marco Belinelli,31,SG,TOT,80,2,24.3,12.1,.441,.509,.377,.908,0.3,1.6,1.9,1.9,0.8,0.2,1.2,1.1,2018
Jordan Bell,23,C,GSW,57,13,14.2,4.6,.627,.641,.000,.682,1.1,2.6,3.6,1.8,0.6,1.0,0.9,1.6,2018
DeAndre' Bembry,23,SF,ATL,26,3,17.5,5.2,.414,.429,.367,.576,0.3,2.5,2.8,1.9,0.8,0.5,1.8,1.5,2018
Dragan Bender,20,PF,PHO,82,37,25.2,6.5,.386,.426,.366,.765,0.5,3.9,4.4,1.6,0.3,0.6,1.4,2.0,2018
Dāvis Bertāns,25,PF,SAS,77,10,14.1,5.9,.440,.588,.373,.816,0.2,1.8,2.0,1.0,0.3,0.4,0.5,1.2,2018
Patrick Beverley,29,SG,LAC,11,11,30.4,12.2,.403,.407,.400,.824,1.5,2.6,4.1,2.9,1.7,0.5,2.3,3.1,2018
Khem Birch,25,C,ORL,42,0,13.8,4.2,.540,.540,,.689,1.7,2.6,4.3,0.8,0.4,0.5,0.5,1.3,2018
Jabari Bird,23,SG,BOS,13,1,8.8,3.0,.577,.632,.429,.462,0.5,1.0,1.5,0.6,0.2,0.1,0.6,0.5,2018
Bismack Biyombo,25,C,ORL,82,25,18.2,5.7,.520,.521,.000,.650,1.8,4.0,5.7,0.8,0.3,1.2,1.0,1.9,2018
Nemanja Bjelica,29,PF,MIN,67,21,20.5,6.8,.461,.505,.415,.800,0.8,3.3,4.1,1.3,0.7,0.2,0.8,2.1,2018
Tarik Black,26,C,HOU,51,2,10.5,3.5,.591,.638,.091,.460,1.2,2.0,3.2,0.3,0.4,0.6,0.7,2.1,2018
Antonio Blakeney,21,SG,CHI,19,0,16.5,7.9,.371,.418,.288,.769,0.2,1.5,1.7,1.1,0.4,0.1,0.6,1.0,2018
Eric Bledsoe,28,PG,TOT,74,74,31.4,17.7,.473,.545,.347,.795,0.7,3.1,3.8,5.0,2.0,0.6,2.9,2.5,2018
Vander Blue,25,SG,LAL,5,0,9.0,0.6,.200,.333,.000,.500,0.0,0.2,0.2,0.6,0.2,0.0,0.6,0.4,2018
Bogdan Bogdanović,25,SG,SAC,78,53,27.9,11.8,.446,.485,.392,.840,0.4,2.5,2.9,3.3,0.9,0.2,1.6,2.2,2018
Bojan Bogdanović,28,SF,IND,80,80,30.8,14.3,.474,.534,.402,.868,0.4,3.0,3.4,1.5,0.7,0.1,1.3,1.6,2018
Andrew Bogut,33,C,LAL,24,5,9.0,1.5,.680,.680,,1.000,1.1,2.2,3.3,0.6,0.2,0.5,0.8,1.7,2018
Joel Bolomboy,24,PF,MIL,6,0,6.3,1.5,.500,.600,.000,.500,1.0,0.7,1.7,0.0,0.3,0.0,0.3,0.5,2018
Devin Booker,21,SG,PHO,54,54,34.5,24.9,.432,.460,.383,.878,0.5,4.0,4.5,4.7,0.9,0.3,3.6,3.1,2018
Trevor Booker,30,PF,TOT,68,7,17.0,6.3,.516,.545,.242,.710,1.7,3.0,4.7,1.2,0.4,0.3,0.9,1.8,2018
Chris Boucher,25,PF,GSW,1,0,1.0,0.0,.000,,.000,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2018
Avery Bradley,27,SG,TOT,46,46,31.2,14.3,.414,.436,.369,.768,0.5,2.0,2.5,2.0,1.1,0.2,2.2,2.0,2018
Tony Bradley,20,C,UTA,9,0,3.2,0.9,.273,.300,.000,1.000,0.4,0.8,1.2,0.1,0.0,0.0,0.0,0.1,2018
Corey Brewer,31,SF-SG,TOT,72,18,16.8,5.3,.449,.539,.282,.722,0.6,1.5,2.1,0.9,1.1,0.2,0.7,1.9,2018
Malcolm Brogdon,25,PG,MIL,48,20,29.9,13.0,.485,.532,.385,.882,0.5,2.8,3.3,3.2,0.9,0.3,1.4,2.7,2018
Aaron Brooks,33,PG,MIN,32,1,5.9,2.3,.406,.447,.355,.727,0.2,0.3,0.5,0.6,0.2,0.0,0.3,0.9,2018
Dillon Brooks,22,SF,MEM,82,74,28.7,11.0,.440,.484,.356,.747,0.6,2.5,3.1,1.6,0.9,0.2,1.5,2.8,2018
MarShon Brooks,29,SG,MEM,7,1,27.6,20.1,.500,.457,.594,.870,1.1,1.9,3.0,3.6,1.6,0.4,2.3,0.9,2018
Anthony Brown,25,SF,MIN,1,0,4.0,3.0,1.000,,1.000,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2018
Bobby Brown,33,PG,HOU,20,0,5.8,2.5,.328,.444,.275,.500,0.0,0.4,0.4,0.6,0.2,0.0,0.5,0.3,2018
Jaylen Brown,21,SG,BOS,70,70,30.7,14.5,.465,.507,.395,.644,0.9,4.0,4.9,1.6,1.0,0.4,1.8,2.6,2018
Lorenzo Brown,27,PG,TOR,14,0,9.9,2.3,.412,.545,.167,1.000,0.1,1.0,1.1,0.9,0.4,0.0,0.2,0.5,2018
Markel Brown,26,SG,HOU,4,0,7.8,1.3,.286,.500,.200,,0.3,1.0,1.3,0.5,0.0,0.0,0.5,1.5,2018
Sterling Brown,22,SG,MIL,54,4,14.4,4.0,.400,.439,.352,.875,0.5,2.1,2.6,0.5,0.6,0.2,0.5,1.5,2018
Nicolás Brussino,24,SF,ATL,4,0,2.5,0.0,.000,,.000,,0.0,0.8,0.8,0.0,0.0,0.0,0.0,0.0,2018
Thomas Bryant,20,C,LAL,15,0,4.8,1.5,.381,.636,.100,.556,0.2,0.9,1.1,0.4,0.1,0.1,0.1,0.4,2018
Reggie Bullock,26,SF,DET,62,52,27.9,11.3,.489,.536,.445,.796,0.4,2.0,2.5,1.5,0.8,0.2,0.8,1.1,2018
Trey Burke,25,PG,NYK,36,9,21.8,12.8,.503,.556,.362,.649,0.4,1.6,2.0,4.7,0.7,0.1,1.2,1.2,2018
Alec Burks,26,SG,UTA,64,1,16.5,7.7,.411,.452,.331,.863,0.3,2.7,3.0,1.0,0.6,0.1,0.9,1.2,2018
Jimmy Butler,28,SG,MIN,59,59,36.7,22.2,.474,.509,.350,.854,1.3,4.0,5.3,4.9,2.0,0.4,1.8,1.3,2018
Dwight Buycks,28,PG,DET,29,0,14.7,7.4,.414,.438,.333,.878,0.4,1.0,1.4,2.0,0.7,0.1,1.3,1.3,2018
Bruno Caboclo,22,SF,TOT,12,0,8.9,2.2,.290,.429,.176,.833,0.6,1.3,1.8,0.3,0.3,0.3,0.3,0.7,2018
José Calderón,36,PG,CLE,57,32,16.0,4.5,.503,.545,.464,.800,0.2,1.2,1.5,2.1,0.5,0.0,0.7,1.4,2018
Kentavious Caldwell-Pope,24,SG,LAL,74,74,33.2,13.4,.426,.473,.383,.789,0.8,4.4,5.2,2.2,1.4,0.2,1.3,2.0,2018
Isaiah Canaan,26,PG-SG,TOT,20,1,21.1,8.6,.380,.423,.333,.902,0.3,2.0,2.3,3.8,0.8,0.1,1.5,1.8,2018
Clint Capela,23,C,HOU,74,74,27.5,13.9,.652,.653,.000,.560,3.3,7.6,10.8,0.9,0.8,1.9,1.4,2.5,2018
DeMarre Carroll,31,PF,BRK,73,73,29.9,13.5,.414,.457,.371,.764,1.4,5.1,6.6,2.0,0.8,0.4,1.4,2.3,2018
Vince Carter,41,SF,SAC,58,5,17.7,5.4,.403,.483,.345,.757,0.3,2.2,2.6,1.2,0.7,0.4,0.6,1.7,2018
Michael Carter-Williams,26,PG,CHO,52,2,16.1,4.6,.332,.365,.237,.820,0.7,1.9,2.7,2.2,0.8,0.4,1.0,1.9,2018
Alex Caruso,23,PG,LAL,37,7,15.2,3.6,.431,.507,.302,.700,0.4,1.4,1.8,2.0,0.6,0.3,1.1,1.4,2018
Omri Casspi,29,SF,GSW,53,7,14.0,5.7,.580,.595,.455,.725,0.6,3.2,3.8,1.0,0.3,0.4,0.7,1.3,2018
Willie Cauley-Stein,24,C,SAC,73,58,28.0,12.8,.502,.506,.250,.619,1.8,5.2,7.0,2.4,1.1,0.9,1.5,2.5,2018
Tyler Cavanaugh,23,PF,ATL,39,1,13.3,4.7,.441,.556,.360,.810,1.2,2.1,3.3,0.7,0.2,0.1,0.4,1.6,2018
Mario Chalmers,31,PG,MEM,66,10,21.5,7.7,.379,.456,.277,.855,0.2,2.2,2.4,3.0,1.2,0.2,1.8,2.7,2018
Tyson Chandler,35,C,PHO,46,46,25.0,6.5,.647,.647,,.624,2.9,6.2,9.1,1.2,0.3,0.6,1.3,2.3,2018
Wilson Chandler,30,SF,DEN,74,71,31.7,10.0,.445,.501,.358,.772,1.4,4.0,5.4,2.1,0.6,0.5,1.2,2.1,2018
Marquese Chriss,20,PF,PHO,72,49,21.2,7.7,.423,.509,.295,.608,1.1,4.4,5.5,1.2,0.7,1.0,1.5,2.8,2018
Ian Clark,26,SG,NOP,74,2,19.7,7.4,.448,.533,.318,.763,0.1,1.6,1.7,1.5,0.4,0.1,0.8,1.6,2018
Jordan Clarkson,25,SG,TOT,81,2,23.3,13.9,.451,.500,.352,.800,0.7,2.0,2.7,2.7,0.7,0.1,1.6,1.3,2018
Gian Clavell,24,SG,DAL,7,0,9.1,2.9,.333,.000,.400,1.000,0.1,0.9,1.0,0.4,0.3,0.0,0.3,1.1,2018
Antonius Cleveland,23,SG,TOT,17,0,7.2,1.4,.381,.294,.750,.667,0.2,0.6,0.8,0.1,0.4,0.3,0.4,1.4,2018
John Collins,20,PF,ATL,74,26,24.1,10.5,.576,.598,.340,.715,2.4,4.9,7.3,1.3,0.6,1.1,1.4,2.9,2018
Zach Collins,20,C,POR,66,1,15.8,4.4,.398,.455,.310,.643,0.7,2.7,3.3,0.8,0.3,0.5,0.9,2.0,2018
Kyle Collinsworth,26,SF,DAL,32,2,15.0,3.2,.384,.415,.235,.525,1.0,2.3,3.3,1.8,0.5,0.3,0.8,1.4,2018
Darren Collison,30,PG,IND,69,64,29.2,12.4,.495,.508,.468,.882,0.5,2.0,2.6,5.3,1.3,0.2,1.2,1.8,2018
Nick Collison,37,PF,OKC,15,0,5.0,2.1,.684,.684,,.385,0.5,0.9,1.3,0.3,0.0,0.0,0.5,0.5,2018
Mike Conley,30,PG,MEM,12,12,31.1,17.1,.381,.440,.312,.803,0.0,2.3,2.3,4.1,1.0,0.3,1.5,2.0,2018
Pat Connaughton,25,SG,POR,82,5,18.1,5.4,.423,.506,.352,.841,0.4,1.5,2.0,1.1,0.3,0.3,0.5,1.5,2018
Quinn Cook,24,PG,GSW,33,18,22.4,9.5,.484,.514,.442,.880,0.3,2.2,2.5,2.7,0.4,0.0,1.0,1.8,2018
Charles Cooke,23,SG,NOP,13,0,2.9,0.5,.143,.167,.125,.500,0.0,0.2,0.2,0.1,0.1,0.0,0.1,0.0,2018
Jack Cooley,26,PF,SAC,7,0,12.4,5.7,.481,.481,,.737,2.0,2.3,4.3,0.9,0.1,0.0,0.4,1.9,2018
Matt Costello,24,C,SAS,4,0,8.0,1.0,.500,.500,,,0.3,2.0,2.3,0.5,0.5,0.5,0.3,1.8,2018
DeMarcus Cousins,27,C,NOP,48,48,36.2,25.2,.470,.530,.354,.746,2.2,10.7,12.9,5.4,1.6,1.6,5.0,3.8,2018
Robert Covington,27,SF,PHI,80,80,31.7,12.6,.413,.497,.369,.853,0.7,4.7,5.4,2.0,1.7,0.9,1.6,3.0,2018
Allen Crabbe,25,SG,BRK,75,68,29.3,13.2,.407,.461,.378,.852,0.4,3.9,4.3,1.6,0.6,0.5,1.0,2.2,2018
Torrey Craig,27,SF,DEN,39,5,16.1,4.2,.453,.570,.293,.629,1.0,2.2,3.3,0.6,0.3,0.4,0.5,1.6,2018
Jamal Crawford,37,SG,MIN,80,0,20.7,10.3,.415,.477,.331,.903,0.3,1.0,1.2,2.3,0.5,0.1,1.2,1.1,2018
Jordan Crawford,29,SG,NOP,5,0,10.6,6.6,.444,.308,.571,1.000,0.4,0.4,0.8,2.6,0.2,0.2,1.0,1.4,2018
Jae Crowder,27,SF,TOT,80,47,26.1,9.7,.404,.488,.323,.818,0.7,2.7,3.4,1.2,0.8,0.3,0.9,2.3,2018
Dante Cunningham,30,SF,TOT,73,25,21.4,5.7,.451,.541,.345,.596,1.1,3.0,4.1,0.7,0.5,0.4,0.5,1.5,2018
Stephen Curry,29,PG,GSW,51,51,32.0,26.4,.495,.595,.423,.921,0.7,4.4,5.1,6.1,1.6,0.2,3.0,2.2,2018
Troy Daniels,26,SG,PHO,79,15,20.5,8.9,.403,.419,.400,.875,0.2,1.5,1.6,0.6,0.3,0.1,0.7,1.7,2018
Anthony Davis,24,PF,NOP,75,75,36.4,28.1,.534,.558,.340,.828,2.5,8.6,11.1,2.3,1.5,2.6,2.2,2.1,2018
Deyonta Davis,21,C,MEM,62,6,15.2,5.8,.608,.608,,.667,1.2,2.8,4.0,0.6,0.2,0.6,0.5,2.0,2018
Ed Davis,28,C,POR,78,0,18.9,5.3,.582,.584,.000,.667,2.3,5.0,7.4,0.5,0.4,0.7,0.8,2.4,2018
Dewayne Dedmon,28,C,ATL,62,46,24.9,10.0,.524,.595,.355,.779,1.6,6.3,7.9,1.5,0.6,0.8,1.4,2.6,2018
Sam Dekker,23,PF,LAC,73,1,12.1,4.2,.494,.593,.167,.661,0.6,1.8,2.4,0.5,0.3,0.1,0.5,1.0,2018
Malcolm Delaney,28,PG,ATL,54,3,18.8,6.3,.382,.391,.371,.804,0.2,1.7,1.9,3.0,0.6,0.1,1.2,1.5,2018
Matthew Dellavedova,27,PG,MIL,38,3,18.7,4.3,.362,.351,.372,.926,0.4,1.3,1.7,3.8,0.4,0.0,1.3,1.8,2018
Luol Deng,32,SF,LAL,1,1,13.0,2.0,.500,.500,,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2018
DeMar DeRozan,28,SG,TOR,80,80,33.9,23.0,.456,.494,.310,.825,0.7,3.2,3.9,5.2,1.1,0.3,2.2,1.9,2018
Cheick Diallo,21,PF,NOP,52,0,11.2,4.9,.580,.580,,.758,0.9,3.2,4.1,0.4,0.2,0.4,0.5,1.6,2018
Gorgui Dieng,28,C,MIN,79,0,16.9,5.9,.479,.511,.311,.775,1.3,3.2,4.6,0.9,0.6,0.5,0.7,1.9,2018
Spencer Dinwiddie,24,PG,BRK,80,58,28.8,12.6,.387,.452,.326,.813,0.5,2.7,3.2,6.6,0.9,0.3,1.6,2.3,2018
Tyler Dorsey,21,SG,ATL,56,5,17.4,7.2,.377,.393,.362,.714,0.3,2.0,2.3,1.4,0.3,0.1,0.7,1.1,2018
Damyean Dotson,23,SG,NYK,44,2,10.8,4.1,.447,.538,.324,.696,0.2,1.7,1.9,0.7,0.3,0.0,0.4,0.8,2018
Milton Doyle,24,SG,BRK,10,0,12.5,3.4,.277,.375,.174,.500,0.3,1.5,1.8,1.0,0.6,0.2,0.2,1.3,2018
PJ Dozier,21,PG,OKC,2,0,1.5,1.0,.500,.500,,,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,2018
Goran Dragić,31,PG,MIA,75,75,31.7,17.3,.450,.481,.370,.801,0.7,3.4,4.1,4.8,0.8,0.2,2.2,2.4,2018
Larry Drew II,27,PG,TOT,10,0,7.0,1.7,.292,.267,.333,,0.3,0.0,0.3,1.0,0.0,0.0,0.3,0.6,2018
Andre Drummond,24,C,DET,78,78,33.7,15.0,.529,.536,.000,.605,5.1,10.9,16.0,3.0,1.5,1.6,2.6,3.2,2018
Jared Dudley,32,PF,PHO,48,0,14.3,3.2,.393,.452,.363,.771,0.2,1.8,2.0,1.6,0.5,0.2,0.6,1.8,2018
Kris Dunn,23,PG,CHI,52,43,29.3,13.4,.429,.457,.321,.737,0.5,3.8,4.3,6.0,2.0,0.5,2.9,3.3,2018
Kevin Durant,29,SF,GSW,68,68,34.2,26.4,.516,.565,.419,.889,0.5,6.4,6.8,5.4,0.7,1.8,3.0,2.0,2018
Jarell Eddie,26,SF,TOT,3,0,3.0,0.0,.000,,.000,,0.0,0.3,0.3,0.0,0.3,0.0,0.0,0.0,2018
Henry Ellenson,21,PF,DET,38,0,8.7,4.0,.363,.384,.333,.862,0.3,1.9,2.1,0.5,0.1,0.0,0.5,0.6,2018
Wayne Ellington,30,SG,MIA,77,2,26.5,11.2,.407,.479,.392,.859,0.3,2.5,2.8,1.0,0.7,0.1,0.7,1.2,2018
Joel Embiid,23,C,PHI,63,63,30.3,22.9,.483,.527,.308,.769,2.3,8.7,11.0,3.2,0.6,1.8,3.7,3.3,2018
James Ennis III,27,SF,TOT,72,22,22.3,7.1,.474,.567,.333,.836,1.0,2.1,3.1,1.0,0.7,0.3,0.8,1.9,2018
Tyler Ennis,23,PG,LAL,54,11,12.6,4.1,.420,.476,.250,.759,0.4,1.4,1.8,1.9,0.6,0.2,0.7,1.4,2018
Jawun Evans,21,PG,LAC,48,4,16.2,4.8,.352,.372,.278,.776,0.2,1.6,1.8,2.1,0.8,0.1,0.9,2.0,2018
Jeremy Evans,30,SF,ATL,1,0,5.0,2.0,1.000,1.000,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2018
Tyreke Evans,28,PG,MEM,52,32,30.9,19.4,.452,.482,.399,.785,0.8,4.3,5.1,5.2,1.1,0.3,2.3,1.8,2018
Dante Exum,22,PG,UTA,14,0,16.8,8.1,.483,.536,.278,.806,0.3,1.6,1.9,3.1,0.6,0.2,1.4,1.4,2018
Kenneth Faried,28,PF,DEN,32,7,14.4,5.9,.514,.517,.000,.706,2.1,2.7,4.8,0.6,0.4,0.4,0.7,1.6,2018
Derrick Favors,26,C,UTA,77,77,28.0,12.3,.563,.596,.222,.651,2.6,4.6,7.2,1.3,0.7,1.1,1.1,2.1,2018
Kay Felder,22,PG,TOT,16,0,8.8,3.6,.300,.333,.211,.917,0.2,0.9,1.1,1.3,0.2,0.1,1.0,0.7,2018
Cristiano Felício,25,C,CHI,55,16,17.8,5.6,.591,.596,.000,.667,1.5,2.7,4.2,1.0,0.3,0.2,1.0,1.9,2018
Raymond Felton,33,PG,OKC,82,2,16.6,6.9,.406,.444,.352,.818,0.3,1.6,1.9,2.5,0.6,0.2,0.9,1.1,2018
Terrance Ferguson,19,SG,OKC,61,12,12.5,3.1,.414,.612,.333,.900,0.3,0.5,0.8,0.3,0.4,0.2,0.2,1.4,2018
Yogi Ferrell,24,SG,DAL,82,21,27.8,10.2,.426,.477,.373,.796,0.3,2.7,3.0,2.5,0.8,0.1,1.0,1.9,2018
Dorian Finney-Smith,24,PF,DAL,21,13,21.3,5.9,.380,.481,.299,.733,1.0,2.5,3.6,1.2,0.5,0.2,1.0,2.0,2018
Bryn Forbes,24,SG,SAS,80,12,19.0,6.9,.421,.446,.390,.667,0.2,1.2,1.4,1.0,0.4,0.0,0.5,1.4,2018
Evan Fournier,25,SF,ORL,57,57,32.2,17.8,.459,.516,.379,.867,0.4,2.8,3.2,2.9,0.8,0.3,1.7,2.4,2018
De'Aaron Fox,20,PG,SAC,73,60,27.8,11.6,.412,.436,.307,.723,0.5,2.3,2.8,4.4,1.0,0.3,2.4,2.2,2018
Tim Frazier,27,PG,WAS,59,11,14.2,3.0,.395,.440,.304,.767,0.3,1.6,1.9,3.3,0.8,0.1,1.0,1.6,2018
Enes Freedom,25,C,NYK,71,71,25.8,14.1,.592,.594,.000,.848,3.8,7.1,11.0,1.5,0.5,0.5,1.7,2.6,2018
Channing Frye,34,C,TOT,53,1,13.1,5.0,.491,.670,.339,.895,0.2,2.3,2.5,0.7,0.3,0.2,0.4,1.3,2018
Markelle Fultz,19,SG,PHI,14,0,18.1,7.1,.405,.409,.000,.476,0.8,2.3,3.1,3.8,0.9,0.3,1.2,1.6,2018
Danilo Gallinari,29,SF,LAC,21,21,32.0,15.3,.398,.455,.324,.931,0.4,4.4,4.8,2.0,0.6,0.5,1.2,1.4,2018
Langston Galloway,26,SG,DET,58,2,14.9,6.2,.371,.418,.344,.805,0.2,1.4,1.6,1.0,0.6,0.1,0.3,0.7,2018
Marc Gasol,33,C,MEM,73,73,33.0,17.2,.420,.456,.341,.834,1.1,7.0,8.1,4.2,0.7,1.4,2.7,2.5,2018
Pau Gasol,37,C,SAS,77,63,23.5,10.1,.458,.481,.358,.756,1.7,6.4,8.0,3.1,0.3,1.0,1.4,1.6,2018
Rudy Gay,31,PF,SAS,57,6,21.6,11.5,.471,.516,.314,.772,1.3,3.8,5.1,1.3,0.8,0.7,1.4,1.7,2018
Paul George,27,SF,OKC,79,79,36.6,21.9,.430,.454,.401,.822,0.9,4.7,5.7,3.3,2.0,0.5,2.7,2.9,2018
Marcus Georges-Hunt,23,SG,MIN,42,0,5.3,1.4,.438,.515,.267,.619,0.2,0.2,0.4,0.2,0.1,0.0,0.1,0.8,2018
Jonathan Gibson,30,PG,BOS,4,0,10.0,8.5,.609,.727,.500,,0.0,0.8,0.8,1.0,0.0,0.0,0.8,1.3,2018
Taj Gibson,32,PF,MIN,82,82,33.2,12.2,.577,.595,.200,.768,2.4,4.8,7.1,1.2,0.8,0.7,1.1,2.7,2018
Manu Ginóbili*,40,SG,SAS,65,0,20.0,8.9,.434,.506,.333,.840,0.3,1.9,2.2,2.5,0.7,0.2,1.6,1.9,2018
Rudy Gobert,25,C,UTA,56,56,32.4,13.5,.622,.622,,.682,2.9,7.8,10.7,1.4,0.8,2.3,1.9,2.7,2018
Aaron Gordon,22,PF,ORL,58,57,32.9,17.6,.434,.497,.336,.698,1.5,6.4,7.9,2.3,1.0,0.8,1.8,1.9,2018
Eric Gordon,29,SG,HOU,69,30,31.2,18.0,.428,.544,.359,.809,0.4,2.1,2.5,2.2,0.6,0.4,1.9,1.7,2018
